temperature	PNCA	NAPRT	NMNAT1-NaMN	NADS	SIRT	NAMPT	NMNAT1-NMN	NT5-NaMN	NT5-NMN	NRK1-NMN	PNP-NR	NRK1-NaMN	PNP-NAR	NMN thermolysis	NaMN thermolysis	NAR thermolysis	NR thermolysis	NAD thermolysis	pathway
80.0	2.926042029842461e-07	2.926042935629616e-07	2.92604202984246e-07	2.926042029842461e-07	2.655468215513754e-07	2.173407718534474e-19	-4.677525657963925e-09	1.7984987736853367e-12	1.1893062662517583e-09	1.1887865583033704e-09	4.97823739966854e-13	1.7977366277945338e-12	7.528222380670931e-16	4.677005937447734e-09	8.982343780820433e-14	2.4547641961418463e-18	2.188420842099764e-14	2.2379855787691976e-08	PNCA
80.0	2.928953834456839e-07	2.928964738653043e-07	2.9289538344568387e-07	2.9289538344568387e-07	2.6555085253233756e-07	3.0565302597010953e-18	-4.964213978294978e-09	6.8445979750828455e-12	2.1748574507040305e-09	1.8877438215785592e-09	2.8707764009755426e-10	5.941105909596613e-12	9.03472273478324e-13	4.677100354573412e-09	1.8693894570707043e-13	8.401322799684683e-18	3.598902791680913e-14	2.2380316932703978e-08	PNCA
80.0	2.9353537250449585e-07	2.935370654930469e-07	2.935353725044959e-07	2.935353725044958e-07	2.655352902499727e-07	1.2854811723870645e-16	-5.620395457850007e-09	2.007832519702243e-12	1.1892973135017186e-09	2.45872267781258e-10	9.433700260855362e-10	4.151219854806208e-13	1.5927031024491358e-12	4.676970538303528e-09	1.0027832815294693e-13	6.890211296621013e-18	5.5019634924866096e-14	2.2379686799047202e-08	PNCA
80.0	2.9311812449486957e-07	2.9311943656625395e-07	2.931181244948694e-07	2.9311812449486946e-07	2.655521261420037e-07	9.177018602245163e-17	-5.18510371080637e-09	2.7517138934747975e-12	1.1893608767239228e-09	6.814789388301419e-10	5.076338258192653e-10	1.5770729799630578e-12	1.1745982818615972e-12	4.677221867137965e-09	1.374305044165541e-13	4.258421859600983e-17	2.481120745158765e-13	2.2380894639604296e-08	PNCA
80.0	2.9259973537249487e-07	2.9259984391103637e-07	2.9259973537249497e-07	2.925997353724948e-07	2.655359065893497e-07	6.295396000343254e-18	-4.683002876799971e-09	1.9804862795066747e-12	1.1893574442229478e-09	1.1835628478355612e-09	5.779681048758695e-12	1.970849051275828e-12	9.624147464412578e-15	4.677208295033259e-09	9.891255703194555e-14	1.842271440423941e-18	1.4915338627321596e-14	2.2380825898019875e-08	PNCA
80.0	2.926014765306709e-07	2.926015749524232e-07	2.926014765306709e-07	2.926014765306709e-07	2.6554111207750356e-07	3.793329952653357e-18	-4.679271287183082e-09	1.9086798460567446e-12	1.1893715677568894e-09	1.18736441709827e-09	1.9226322153287747e-12	1.905553897079188e-12	3.085409285538905e-15	4.677264139472125e-09	9.532628175288968e-14	1.0060744572368335e-17	8.451844329016288e-14	2.2381093166829942e-08	PNCA
80.0	2.9365401118418835e-07	2.936554053327732e-07	2.936540111841884e-07	2.936540111841883e-07	2.655460240080767e-07	1.8581899288434278e-16	-5.727313755043676e-09	1.4947425640990124e-12	1.1893494450989444e-09	1.392121732220524e-10	1.0488448285595101e-09	1.7524673077966678e-13	1.3193752378054417e-12	4.67717666650828e-09	7.465275178111947e-14	1.2059518832500972e-16	1.2924433173821005e-12	2.238067342354546e-08	PNCA
80.0	2.926696167532541e-07	2.9266980865790164e-07	2.9266961675325403e-07	2.926696167532541e-07	2.655484352196432e-07	1.3064400001774691e-16	-4.74019789389078e-09	1.8661584287670153e-12	1.1893658122804687e-09	1.1264091748779822e-09	6.290175576392195e-11	1.7674412708823524e-12	9.869568771209318e-14	4.6772413823233285e-09	9.320260722776616e-14	6.3874065902713235e-18	5.48816385645428e-14	2.2380983644528967e-08	PNCA
80.0	2.9271040857002213e-07	2.92711040503196e-07	2.92710408570022e-07	2.927104085700221e-07	2.655392027299407e-07	3.607138127437289e-18	-4.791244672287811e-09	4.34090104496982e-12	1.1893112081132491e-09	1.0750920104761788e-09	1.1368064843230743e-10	3.925768101367021e-12	4.1498683465017586e-13	4.677025477553056e-09	2.1680051613694802e-13	1.4582600482261955e-16	5.38549204762956e-13	2.2379961168498315e-08	PNCA
80.0	2.93397931512793e-07	2.9340875049846136e-07	2.9339793151279235e-07	2.9339793151279293e-07	2.651857097754433e-07	3.671063205831425e-18	-5.856463737363845e-09	1.0333656938895264e-11	1.1880324009442997e-09	3.5377679505548134e-12	1.1844324961541157e-09	3.077450959372783e-14	1.0302842136418212e-11	4.671969107428567e-09	5.161032396716008e-13	4.0092023034426585e-17	6.213683962905586e-14	2.2355758000598353e-08	PNCA
80.0	2.945806397103045e-07	2.945834729974358e-07	2.945806397103045e-07	2.945806397103045e-07	2.6554606066328974e-07	2.250101896310358e-18	-6.653687378700858e-09	1.1236546901112014e-11	8.072190176408209e-09	6.095724797524509e-09	1.97616072280852e-09	8.485942056053967e-12	2.750569122692245e-12	4.677221994744231e-09	8.2686502105335e-14	3.145372501782329e-17	3.0465607517772503e-13	2.238089167563683e-08	PNCA
80.0	2.926057439539684e-07	2.926060855807733e-07	2.9260574395396846e-07	2.926057439539685e-07	2.655402873661836e-07	1.009253347523363e-16	-4.685578261527858e-09	8.350776494452049e-11	1.659104297455296e-08	1.6582471682236358e-08	8.467611989050108e-12	8.346510496672823e-11	4.261783625643952e-14	4.677007070879784e-09	2.989702616872153e-13	3.8706942184610095e-17	1.0368032755450201e-13	2.2379878325513782e-08	PNCA
80.0	2.9282729126130064e-07	2.928276845530043e-07	2.9282729126130075e-07	2.9282729126130075e-07	2.655509222413344e-07	1.8138877975546035e-19	-4.895652532546833e-09	7.763656537575604e-12	5.482373675589257e-09	5.263906903998821e-09	2.1832686903988978e-10	7.454482773820067e-12	3.091593114664748e-13	4.677185756326157e-09	8.411771766733947e-14	1.469477064874989e-17	1.3990255054716712e-13	2.238071649223111e-08	PNCA
80.0	2.9272127318773543e-07	2.92721564779476e-07	2.927212731877354e-07	2.9272127318773543e-07	2.6554548793725665e-07	1.6987170626495484e-17	-4.794695189435894e-09	2.931076959965625e-12	1.774922624432975e-09	1.6574908594982646e-09	1.171526667702489e-10	2.7375688858162696e-12	1.9346301094189708e-13	4.677263444161507e-09	9.809454788345275e-14	3.4187291967203136e-17	2.7909816446132545e-13	2.2381090058369738e-08	PNCA
90.0	6.516669148048997e-07	6.516778274749257e-07	6.516669148048993e-07	6.516669148048994e-07	5.626389249955804e-07	6.288632586903044e-16	-1.7917015771301656e-08	1.0822628953696982e-11	5.725227991097899e-09	1.785826137335847e-10	5.5459358478372245e-09	3.376840702899828e-13	1.0484759344721403e-11	1.2370371023206931e-08	4.277252402344947e-13	1.851882350195924e-16	7.09529527089942e-13	7.111097403761115e-08	PNCA
90.0	6.461421253963551e-07	6.461426043841029e-07	6.461421253963552e-07	6.461421253963551e-07	5.626539972379741e-07	1.829159147644542e-16	-1.2376451196160687e-08	5.1992487127549665e-12	2.520091115444542e-09	2.5141348912617027e-09	5.8858097929493005e-12	5.1870855215754065e-12	1.2143177587086804e-14	1.2370495161662814e-08	4.66824512712402e-13	2.0056124647619853e-17	7.041438988932808e-14	7.111167695545126e-08	PNCA
90.0	6.481971147766238e-07	6.48200976049937e-07	6.481971147766239e-07	6.481971147766238e-07	5.626584138970473e-07	4.9547689634112e-19	-1.442740184607936e-08	5.87860222614698e-12	3.475781845492622e-09	1.4188102852289486e-09	2.0565916830410942e-09	2.4000176368839717e-12	3.4784933312860132e-12	1.2370430299436151e-08	3.8269117371952944e-13	8.870451834860933e-17	3.798772225787243e-13	7.111129902037204e-08	PNCA
90.0	6.486034854540419e-07	6.486069889782691e-07	6.48603485454042e-07	6.486034854540419e-07	5.626390545803926e-07	7.213116444432207e-19	-1.4852685193534627e-08	3.259896180028265e-12	2.520093905317308e-09	3.791764587139743e-11	2.4815559314791306e-09	4.9067757608060624e-14	3.2107177370722137e-12	1.2370508931139855e-08	2.9269580960978036e-13	1.1080484227302257e-16	6.203279667801783e-13	7.111174568378492e-08	PNCA
90.0	6.4864855321296e-07	6.486541445878518e-07	6.486485532129599e-07	6.486485532129599e-07	5.626771390580068e-07	1.5056634308235815e-17	-1.486165986176558e-08	5.184564877234643e-12	2.520023392292748e-09	2.8524428821447836e-11	2.4911887498695002e-09	5.869602756033649e-14	5.125780631675228e-12	1.2370160912641647e-08	4.65506093763749e-13	8.811982498849338e-17	3.102136017999066e-13	7.11097542938967e-08	PNCA
90.0	6.485560767181815e-07	6.485624234203695e-07	6.485560767181819e-07	6.485560767181815e-07	5.625891359731837e-07	1.2765761832480387e-18	-1.4856450093749465e-08	5.896560561995183e-12	2.5200488459416226e-09	3.3885293398859114e-11	2.4860492436624853e-09	7.929247695898506e-14	5.817231210380413e-12	1.2370286539642427e-08	5.294341357556589e-13	3.692717061691269e-17	1.1430888027846504e-13	7.111049065408928e-08	PNCA
90.0	6.462398036503718e-07	6.462403244397817e-07	6.462398036503718e-07	6.462398036503718e-07	5.626527617412779e-07	2.8838485836739256e-18	-1.2474788357595803e-08	3.972661929836928e-12	2.5201117081287118e-09	2.4159201473676215e-09	1.0408074307810856e-10	3.808566047979828e-12	1.6407242069998677e-13	1.2370596797302332e-08	3.5669289885532933e-13	2.411758022020798e-17	1.1081768298209611e-13	7.111225355391442e-08	PNCA
90.0	6.46151862346755e-07	6.461554153004844e-07	6.461518623467553e-07	6.461518623467552e-07	5.62594164653232e-07	1.1462307094974679e-18	-1.245581399274961e-08	2.8845351502649793e-11	2.519739963792478e-09	2.432688014525586e-09	8.36281594836336e-11	2.7882355178713745e-11	9.575826154199354e-13	1.2368762046459529e-08	2.5899587213852527e-12	5.412393155678791e-15	3.4237897832574405e-12	7.110188369894284e-08	PNCA
90.0	6.461505569819646e-07	6.461509956780586e-07	6.461505569819648e-07	6.461505569819649e-07	5.626611802786692e-07	4.735547350093345e-19	-1.237694502870696e-08	4.757623814208295e-12	2.520117777427279e-09	2.5137995066487375e-09	6.069771029194951e-12	4.746097697675984e-12	1.145902329459806e-14	1.2370626752458824e-08	4.2717230208348167e-13	6.476802802485346e-17	2.4849974934568964e-13	7.111243168053161e-08	PNCA
90.0	6.509285412884169e-07	6.509420687268309e-07	6.50928541259944e-07	6.509285411000768e-07	5.626441857792461e-07	4.949793866433544e-18	-1.7173145937590862e-08	1.9021577656209296e-11	7.071292898205034e-09	2.2685561683188464e-09	4.8025045734546055e-09	6.1027954480432695e-12	1.2918686703908968e-11	1.2370409228860207e-08	6.086593168581754e-13	8.621529575113394e-17	2.3215300687661137e-13	7.111120955975877e-08	PNCA
90.0	6.485828912242918e-07	6.485871719898061e-07	6.485828912242919e-07	6.485828912242921e-07	5.626334322801228e-07	4.574336284026209e-18	-1.4837984473863904e-08	4.004739780732813e-12	2.520084118117189e-09	5.256027487987859e-11	2.4670951952688913e-09	8.354731255084649e-14	3.9210982030141194e-12	1.2370460626203908e-08	3.5957307326729154e-13	9.405501470583397e-17	4.2864796841897537e-13	7.111147447930243e-08	PNCA
90.0	6.786860673807792e-07	6.787330873897134e-07	6.786860673807789e-07	6.786860673807791e-07	5.62449110907873e-07	2.5671284279266993e-16	-4.5141288779816124e-08	5.055902005718126e-11	3.547370092895646e-08	2.70012374109808e-09	3.276176783209218e-08	3.861432360884145e-12	4.6695263730191447e-11	1.2367711874262849e-08	3.224214949262081e-13	2.323741644026338e-15	1.1809355766197502e-11	7.109566766749779e-08	PNCA
90.0	6.470524513017567e-07	6.470550263248461e-07	6.470524513017572e-07	6.470524513017569e-07	5.626397906439505e-07	3.66275590910306e-17	-1.3303929205572425e-08	6.00058959944764e-11	2.702619439440998e-08	2.6092248058153103e-08	9.335443790878917e-10	5.7933237302558584e-11	2.0725334869857463e-12	1.236998291266462e-08	5.0236631499274e-13	1.23198593201498e-16	4.0195716898457873e-13	7.110873144551243e-08	PNCA
90.0	6.465746604077795e-07	6.465755686183522e-07	6.465746604077795e-07	6.465746604077794e-07	5.62657003706387e-07	1.2060717336871253e-16	-1.2805601396089971e-08	3.461721626950282e-12	2.5201048472816114e-09	2.085066272155287e-09	4.3486567523381623e-10	2.864328100065061e-12	5.973606735495224e-13	1.23705629354416e-08	3.108171048677783e-13	3.278956604335342e-17	1.7289989250830786e-13	7.111205531143159e-08	PNCA
90.0	6.486264871011948e-07	6.486305817657169e-07	6.486264871011946e-07	6.486264871011947e-07	5.626621476865098e-07	4.190550448266113e-16	-1.4852099842998878e-08	3.810893206468131e-12	2.520111138178208e-09	3.860488012999781e-11	2.480988126284254e-09	5.839684746479383e-14	3.752388163001342e-12	1.2370593984299133e-08	3.421681694867826e-13	1.081888831705577e-16	5.181317639554692e-13	7.111223959139285e-08	PNCA
90.0	6.465499502952362e-07	6.465518949402856e-07	6.465499502952363e-07	6.465499502952361e-07	5.626647975540369e-07	4.0815323731950697e-19	-1.2775432559323927e-08	2.3372542205188856e-10	7.554321799982016e-08	7.513793709150377e-08	4.0218111447166713e-10	2.3248082636366433e-10	1.2432734874716313e-12	1.2370151652184282e-08	7.000486358730103e-13	1.3229286600973528e-15	3.0997938447227023e-12	7.110972018110681e-08	PNCA
90.0	6.465223872808153e-07	6.465233555645972e-07	6.46522387280815e-07	6.465223872808152e-07	5.626487658227782e-07	1.3478953933680202e-17	-1.2761266045254925e-08	3.956571073087906e-12	2.5201152703524823e-09	2.129463595850604e-09	3.904302808702437e-10	3.343533938230422e-12	6.129874883843762e-13	1.2370614378735957e-08	3.5524814891969765e-13	4.798800270133623e-17	2.2139363163504743e-13	7.111235541827813e-08	PNCA
90.0	6.463653087416856e-07	6.463675905916517e-07	6.463653087763745e-07	6.463653088594074e-07	5.626390796938704e-07	7.022314370463437e-19	-1.2616647387023046e-08	1.2163321545311647e-11	2.5200154317865983e-09	2.2734896785008187e-09	2.4648575121668775e-10	1.0973584140179484e-11	1.189713515624246e-12	1.2370121623404771e-08	1.0921100655540903e-12	2.6655848841625787e-17	4.000206906873335e-14	7.110958167182755e-08	PNCA
90.0	6.656126596873638e-07	6.656871361892531e-07	6.656126596873637e-07	6.65612659687364e-07	5.625435602592335e-07	1.2148657148690593e-16	-3.196838381279021e-08	1.265877975426187e-10	3.3696266781239675e-08	1.4096451121122761e-08	1.959935707874571e-08	5.2961208346925724e-11	7.362635407039219e-11	1.2368568276089467e-08	8.49909698073095e-13	2.378303331233504e-16	4.585813712106035e-13	7.110071561341063e-08	PNCA
90.0	6.462230196140787e-07	6.462234608558291e-07	6.462230196140785e-07	6.462230196140786e-07	5.626551160967182e-07	2.1544485172571243e-17	-1.2455926294645629e-08	5.552474207861178e-12	3.9204913140800905e-09	3.83511438977681e-09	8.526504309240872e-11	5.431693461803909e-12	1.2075749570453168e-13	1.2370549405239866e-08	3.204623245198014e-13	2.1875586446757647e-17	1.1188121087222642e-13	7.111197720936164e-08	PNCA
90.0	6.485619083431661e-07	6.485664251154926e-07	6.485619083431659e-07	6.48561908343166e-07	5.626325473122044e-07	7.969103190467249e-19	-1.4817464316554424e-08	4.258093804432702e-12	2.5200988995394255e-09	7.316816995080937e-11	2.44675402647391e-09	1.2364236238627667e-13	4.134410050545045e-12	1.2370533580230938e-08	3.8232097675538054e-13	4.12217938268346e-17	1.7670311470611828e-13	7.111189672193897e-08	PNCA
90.0	6.483859611764094e-07	6.48389719683254e-07	6.483859611764094e-07	6.483859611764096e-07	5.626382625954448e-07	4.613877122267879e-18	-1.4635622507565986e-08	3.8020536349742355e-12	2.5201053704033984e-09	2.5504838051601924e-10	2.2644847116743477e-09	3.849201743545801e-13	3.4170133309483314e-12	1.2370565517320572e-08	3.413744908782761e-13	1.192185473635343e-16	5.72278213030922e-13	7.111207607837062e-08	PNCA
90.0	6.461488150377651e-07	6.461494495620353e-07	6.46148815037765e-07	6.46148815037765e-07	5.626548627692948e-07	2.817019341328827e-18	-1.2383939970748873e-08	6.662997795748779e-12	2.5200320935432774e-09	2.5062959765514813e-09	1.3716542659199497e-11	6.626726485941173e-12	3.626677412154339e-14	1.237020385783873e-08	5.9825036674623e-13	7.145139676816105e-18	1.9574332596858013e-14	7.111001229645682e-08	PNCA
90.0	6.46692770186195e-07	6.466939319893199e-07	6.466927701861945e-07	6.466927701861949e-07	5.626669525048442e-07	9.896787545135683e-18	-1.2913665740586262e-08	3.810022146385496e-12	2.5201081568140522e-09	1.9770216799650288e-09	5.419659591981012e-10	2.99030889219021e-12	8.194792652093476e-13	1.2370579269711133e-08	3.4208995961462917e-13	2.3390733402764707e-16	1.1205176509226814e-12	7.111215194468732e-08	PNCA
90.0	6.525151182515923e-07	6.525203869769745e-07	6.525151182515923e-07	6.525151182515922e-07	5.666023162781469e-07	3.9547746518203145e-17	-1.4801086885657313e-08	4.997563784439927e-12	2.520092294485658e-09	8.950633772667974e-11	2.430081505821079e-09	1.7755413232726605e-13	4.819871241193818e-12	1.2370500980845581e-08	4.4871581000542864e-13	1.3813154926152604e-16	5.044509378989195e-13	7.111171507538853e-08	PNCA
90.0	6.485438503440277e-07	6.485563659975107e-07	6.485438503440277e-07	6.485438503440279e-07	5.626136636164009e-07	9.210044415371688e-19	-1.4828801656995177e-08	2.4487359788582863e-09	5.251526756228819e-07	5.226925711993787e-07	2.4586535582063466e-09	2.437275248681046e-09	1.1459789043973441e-11	1.2368697233881387e-08	1.0549308513896977e-12	9.336099299952737e-16	1.4508652966950996e-12	7.110138507116342e-08	PNCA
90.0	6.461837218550973e-07	6.461843117998612e-07	6.461837218550971e-07	6.461837218550972e-07	5.626645862932126e-07	3.689889310931765e-17	-1.2407067066396222e-08	5.661039266878228e-12	2.520104772645764e-09	2.4836002422742134e-09	3.632611013891912e-11	5.579382151428965e-12	8.160208301611914e-14	1.2370562567074752e-08	5.082873530939656e-13	5.5333213954958196e-17	1.7842023263038162e-13	7.111206850133731e-08	PNCA
90.0	6.566200236509894e-07	6.566465758850622e-07	6.566200236509899e-07	6.566200236509895e-07	5.626655385484522e-07	2.935044773045774e-16	-2.2843771035962963e-08	2.96905298942948e-11	1.1964157894650048e-08	1.4907085346731608e-09	1.0473086383554771e-08	3.699807761751295e-12	2.599059539388323e-11	1.2370321975414474e-08	5.615122617909534e-13	1.2435960995122661e-16	3.629764221131551e-13	7.11107140606504e-08	PNCA
90.0	6.46156539992848e-07	6.461570624594751e-07	6.461565399928479e-07	6.461565399928479e-07	5.626656426985318e-07	6.022303955738443e-18	-1.237910750411256e-08	5.612989412028323e-12	2.5200949301088536e-09	2.5115014125944865e-09	8.2564458448292e-12	5.5944956735563444e-12	1.8389882985557118e-14	1.237051398902061e-08	5.039730946903626e-13	1.036495644984714e-16	3.3707166953878144e-13	7.111178979380348e-08	PNCA
90.0	6.465898210592386e-07	6.46590945147242e-07	6.465898210592384e-07	6.465898210592386e-07	5.626517816513392e-07	4.231952820397949e-16	-1.282569660164578e-08	4.158907151239241e-12	2.520114756306315e-09	2.065029585890475e-09	4.5482646452355264e-10	3.408231093695205e-12	7.506136693826391e-13	1.2370611841649799e-08	3.7341530194152563e-13	5.89435767096591e-17	2.5870589228778663e-13	7.11123428190291e-08	PNCA
90.0	6.463266690455344e-07	6.463274561728487e-07	6.463266690455343e-07	6.463266690455344e-07	5.626365834327779e-07	8.090712253322154e-18	-1.2577962486030837e-08	4.580357708922831e-12	2.5201069113697366e-09	2.3127175458662136e-09	2.0669719395888027e-10	4.204476984301028e-12	3.7569752316934736e-13	1.2370573122793526e-08	4.1125609967913165e-13	1.7369079044098515e-16	6.921715446427017e-13	7.111212313255026e-08	PNCA
90.0	6.483350348593483e-07	6.483376946888223e-07	6.483350348593483e-07	6.483350348593484e-07	5.626301414875622e-07	8.129112413315081e-19	-1.4594316456916628e-08	2.735872017897999e-12	2.520052870903062e-09	2.960428158108515e-10	2.222481977758407e-09	3.216878181331315e-13	2.413955013285294e-12	1.2370306404922593e-08	2.456452812459024e-13	2.2913705069432086e-16	1.528077333803314e-12	7.111057691258422e-08	PNCA
90.0	6.482854613292412e-07	6.482883806056569e-07	6.482854613292416e-07	6.482854613292412e-07	5.625810863282087e-07	1.3337664450468949e-18	-1.4597788632276594e-08	2.9973260504789847e-12	2.519912384080779e-09	2.917367754937731e-10	2.2273907693208785e-09	3.4717003958486016e-13	2.6500271206848186e-12	1.2369613029519594e-08	2.691204375903584e-13	1.2891216395345358e-16	7.848392661273874e-13	7.110658636425982e-08	PNCA
90.0	6.507705637649413e-07	6.507789079269754e-07	6.507705637649416e-07	6.507705637649412e-07	5.626698096919641e-07	1.4076764355925627e-18	-1.6989106363104213e-08	9.599826603386165e-12	5.57382292660194e-09	9.552066026685293e-10	4.6182822517703735e-09	1.6453723907728262e-12	7.954374337888732e-12	1.2370490044201556e-08	3.8970789293460495e-13	7.94374406962966e-17	3.340721630360008e-13	7.111164770624993e-08	PNCA
90.0	6.461286767493682e-07	6.461294773301956e-07	6.46128676749368e-07	6.461286767493682e-07	5.626430442614508e-07	5.292510233687412e-17	-1.2375109971050998e-08	8.731407855556725e-12	2.520049523076112e-09	2.5152293823941998e-09	4.790948741546956e-12	8.714799046326912e-12	1.6599602864377205e-14	1.2370289881653634e-08	7.839672569085375e-13	1.39636393933684e-17	2.919194036579706e-14	7.111052251850695e-08	PNCA
90.0	6.487166291274451e-07	6.487204775280341e-07	6.487166291274449e-07	6.487166291274451e-07	5.626456552506092e-07	1.4532136131172775e-17	-1.495896885862191e-08	4.019686281399377e-12	2.939877957855782e-09	3.514627388224038e-10	2.587983360007727e-09	4.806668645130072e-13	3.53893772838711e-12	1.2370553650568698e-08	3.093811931070727e-13	8.152913131983601e-17	4.3185902565142834e-13	7.111200502176595e-08	PNCA
90.0	6.461319195431714e-07	6.461331464280798e-07	6.461319196780232e-07	6.461319200085849e-07	5.626508600074884e-07	1.0682581654970111e-17	-1.2371825749829599e-08	1.3562105007930127e-11	2.5200029144363155e-09	2.5182370434403825e-09	1.6964188460146429e-12	1.3552932786724217e-11	9.129798708324547e-15	1.237005984377553e-08	1.2177035111188632e-12	5.1602919669753453e-17	6.945230823171058e-14	7.110923383143774e-08	PNCA
90.0	6.700185125568012e-07	6.702041033855426e-07	6.700185125568014e-07	6.700185125568011e-07	5.625813368340059e-07	8.953935351029847e-16	-3.6337112247326744e-08	8.043767009054664e-09	1.047405118077814e-06	1.0234364244802666e-06	2.3964871474957008e-08	7.85991359062867e-09	1.8384936404745505e-10	1.2368419544600742e-08	1.7374166368158612e-12	4.0480890173348295e-15	3.822122590647226e-12	7.110006347604034e-08	PNCA
90.0	6.491091729752888e-07	6.491143995078417e-07	6.491091729752886e-07	6.491091729752888e-07	5.626605893105408e-07	4.786386603285886e-19	-1.5336348242575298e-08	8.982876053315334e-12	5.4850309937305e-09	2.519275412303725e-09	2.964918179162453e-09	4.1269104961595916e-12	4.8557743633895864e-12	1.2370592654496493e-08	3.705687984624469e-13	1.893386052278904e-16	8.374022643248673e-13	7.111223542930309e-08	PNCA
90.0	6.484671487711614e-07	6.48471352134994e-07	6.484671487711614e-07	6.484671487711614e-07	5.626632770025397e-07	1.9093772609814765e-16	-1.4691700342503247e-08	4.158392133290438e-12	2.5201086637632033e-09	1.9898989520559404e-10	2.3208808392501e-09	3.2839737692868746e-13	3.829940761179735e-12	1.2370581771769741e-08	3.733690600122751e-13	5.4205902887184305e-17	2.3792930750909933e-13	7.111217141923223e-08	PNCA
90.0	6.47738287630193e-07	6.477430963526624e-07	6.477382876301928e-07	6.477382876301929e-07	5.624564722407793e-07	1.5752069113384189e-15	-1.4180637731535152e-08	5.944771827098723e-12	2.519721176291862e-09	7.07751199967754e-10	1.8119518196177127e-09	1.6698120561642175e-12	4.274953333092885e-12	1.2368669320491451e-08	5.337628876660538e-13	5.9139996531585856e-18	1.815670639570798e-14	7.110117766780515e-08	PNCA
90.0	6.477756699410206e-07	6.47780549386615e-07	6.47775669941021e-07	6.477756699410207e-07	5.626576201394943e-07	3.5636543524146366e-16	-1.4008106723832708e-08	6.597121610595245e-12	2.5200293991062965e-09	8.821128756704562e-10	1.6373002836807146e-09	2.3100110605192776e-12	4.286887202207493e-12	1.2370190559390619e-08	5.923355288503489e-13	2.227525849280715e-16	6.162397551260318e-13	7.110994307506541e-08	PNCA
90.0	6.476392124594841e-07	6.476399119453947e-07	6.476392124594842e-07	6.47639212459484e-07	5.640092449298843e-07	4.933750392038182e-19	-1.251789639360811e-08	4.720404578103471e-12	2.5201050590658747e-09	2.3727726481747965e-09	1.4713628304013581e-10	4.444748528965554e-12	2.7560467713555167e-13	1.2370563980707445e-08	4.238304961239392e-13	5.0718396301912206e-17	1.9612785094211594e-13	7.111207113849481e-08	PNCA
90.0	6.470668316575485e-07	6.470690939828292e-07	6.470668316575488e-07	6.470668316575485e-07	5.626720363072346e-07	3.2981024884907425e-19	-1.3284482198207083e-08	5.002084896943903e-12	2.520043000761248e-09	1.6058185086496263e-09	9.131966572291166e-10	3.1888813082967867e-12	1.8129218193505383e-12	1.2370257690634795e-08	4.491217475076443e-13	2.8170679265070964e-16	1.0278348825048724e-12	7.111031316789734e-08	PNCA
90.0	6.462942588507782e-07	6.462948336277427e-07	6.462942588507786e-07	6.462942588507785e-07	5.626319480308506e-07	4.661644468627302e-17	-1.2552347519739172e-08	3.546847697974838e-12	2.52003117068627e-09	2.3378828863110057e-09	1.8210625413775408e-10	3.290531304077694e-12	2.56308455510386e-13	1.2370199303059322e-08	3.1846031765811843e-13	8.166940676938978e-18	4.203023750936557e-14	7.110996327910977e-08	PNCA
90.0	6.461805526269146e-07	6.461810482099976e-07	6.461805526269148e-07	6.461805526269145e-07	5.626050496718911e-07	4.030276832395138e-17	-1.2464151526933621e-08	3.912622288456902e-12	2.520079899406334e-09	2.426368120890064e-09	9.279873463894254e-11	3.768314623941633e-12	1.4408525310442417e-13	1.2370439804666699e-08	3.5130211899153405e-13	1.9571691610484125e-16	9.130438773276171e-13	7.11113514121433e-08	PNCA
90.0	6.485926847171258e-07	6.485972083962387e-07	6.485926847171261e-07	6.48592684717126e-07	5.626414880367706e-07	5.351212883195208e-16	-1.4839001534934001e-08	4.230624108614387e-12	2.5201093973746335e-09	5.169272616457336e-11	2.4680350981310183e-09	8.679952905467231e-14	4.143735711969016e-12	1.2370585392524991e-08	3.7985455433804325e-13	8.844592551861805e-17	3.8157307904279084e-13	7.11121951517415e-08	PNCA
90.0	6.482893432354517e-07	6.482932661462814e-07	6.482893432354517e-07	6.482893432354517e-07	5.626428181748031e-07	2.4199206937399355e-16	-1.4534365702757602e-08	4.136448324070198e-12	2.520108202394072e-09	3.563217482137826e-10	2.1635595515696254e-09	5.849362724667168e-13	3.551460574808951e-12	1.2370579494672315e-08	3.713987906905e-13	5.142059157605487e-17	2.2690261066398803e-13	7.111215935378813e-08	PNCA
90.0	7.426818004566141e-07	7.430003335233812e-07	7.426818004566141e-07	7.42681800456614e-07	5.626462041367169e-07	6.182614540653036e-19	-1.0892629142761103e-07	3.192628228181644e-10	9.700350885911284e-08	4.472391261727907e-10	9.655052919976932e-08	1.4744437649538199e-12	3.1778576933429737e-10	1.2370021691046405e-08	7.446877197097197e-13	2.6084942327975247e-15	5.7405331707489025e-12	7.110930489652905e-08	PNCA
90.0	6.459358607516615e-07	6.459366458348165e-07	6.459358607516613e-07	6.459358607516614e-07	5.623637775700604e-07	3.621340829520447e-18	-1.2474641757434547e-08	6.007575828359596e-12	2.5195891937387223e-09	2.412965345730125e-09	1.0243028517683113e-10	5.761893640096112e-12	2.443004554706809e-13	1.236801791899498e-08	5.394018799525088e-13	1.3808208988453313e-15	4.1935628317655286e-12	7.109744141821863e-08	PNCA
