NA	NaMN	NAM	NAD	NaAD	NMN	NAR	H2O	ADP	ATP	PPi	PRPP	AMP	Gln	Glu	H3_ac	H3_deac	Pi	NR	temperature	pathway	objective
1.8946215575621384e-14	1.2489754161174748e-13	0.1811085446655403	0.1080131148494414	9.60572098004684e-14	0.010878339132725	-7.782628239526372e-18	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.3520533656724355e-09	50.0	NAMPT	min_ratio
4.053724516684282e-15	1.2197009874463457e-12	0.092116000775678	0.1888507374508435	3.4006266044021533e-12	0.01903231853039	4.846268659770075e-16	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	9.432384635386844e-07	50.0	NAMPT	min_ratio
3.938719918452251e-12	1.0349121927119372e-10	0.1895327033289635	0.100193803785298	1.4579898366715585e-10	0.0102734908391757	1.480612090809102e-16	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.7933335926126927e-09	50.0	NAMPT	min_ratio
1.152956020405366e-09	1.8626427189706063e-10	0.1897441438748767	0.1000806823699756	4.5175131592516784e-10	0.0101751547157052	2.5322421199668642e-15	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.7248468319479033e-08	50.0	NAMPT	min_ratio
1.5015367162767317e-13	5.386078144634847e-11	0.1844997340591623	0.1049313884202784	1.6491966948552712e-10	0.0105688649176076	5.12492717019509e-16	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.2384020358221417e-08	50.0	NAMPT	min_ratio
8.500278239294899e-13	8.486856453208321e-13	0.1895631774580227	0.1003662373423674	2.537438205376869e-12	0.0100705754597961	-2.36946921079797e-18	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	9.7355775326297e-09	50.0	NAMPT	min_ratio
8.777474830220348e-09	3.95606683883862e-06	0.0093751460059135	0.2633046542831013	1.2066062777859487e-05	0.0273041588277431	1.1613185164472639e-11	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	9.964537270299711e-09	50.0	NAMPT	min_ratio
1.982357227022106e-08	4.368298207864669e-08	0.1834111091881616	0.1043314875066082	1.1231135444828372e-07	0.0122572256612054	5.2200397862308215e-14	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.8260637145626507e-09	50.0	NAMPT	min_ratio
3.0196864053182645e-14	2.964415713821869e-13	0.1872464512119021	0.1024927654222085	8.825359899576944e-13	0.010260330167706	1.301459356167298e-15	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	4.531969728359853e-07	50.0	NAMPT	min_ratio
2.483012648210335e-09	9.005116901442487e-08	0.1829599766416014	0.1042878161570465	2.4415550122004536e-07	0.0127518677708384	1.5522884266061086e-13	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	2.740675516387273e-09	50.0	NAMPT	min_ratio
2.779549760670888e-14	5.48734902634465e-13	0.1886808876247249	0.1004980938256611	2.788383991912866e-13	0.0108210009020498	7.817328073043775e-18	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.7646708714493075e-08	50.0	NAMPT	min_ratio
5.891896275700106e-11	1.6381400483164076e-09	0.1898539339551458	0.1001285028799667	5.019286855861338e-09	0.0100174786856009	1.019346286787418e-13	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	7.776283868212789e-08	50.0	NAMPT	min_ratio
2.477083466542481e-12	1.6579137174726042e-12	0.0338133077053799	0.2400042449020102	8.084068500811794e-13	0.0261823875422162	4.103710887345656e-18	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	5.984545017232665e-08	80.0	NAMPT	min_ratio
6.266806468787321e-16	1.4930618266127085e-11	0.1892366965667294	0.1006323366184419	4.562208848266976e-11	0.0101309583060836	1.0543137772738332e-16	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	8.448191550409669e-09	60.0	NAMPT	min_ratio
5.654173513587172e-13	8.791300223594516e-12	0.1899165017951794	0.1000611366602326	2.5642893364126338e-11	0.0100220163766177	2.4284065413383934e-15	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	3.4513296820105485e-07	60.0	NAMPT	min_ratio
2.2503061146358616e-12	4.0910064399758974e-08	0.1899597376111218	0.1000195847827015	1.253363691714815e-07	0.0100203726581808	4.539920703137789e-12	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.3869477199848098e-07	60.0	NAMPT	min_ratio
2.1723493392187264e-12	1.2127420667538113e-08	0.149270476933332	0.1351821162953361	1.9223023102963522e-08	0.0155473688328458	4.12236903416576e-14	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	6.58582863987609e-09	60.0	NAMPT	min_ratio
