	metabolite	PNCA	PNCB	NADD-NaMN	NADE	SIRT	NAMPT	NADD-NMN	NT5-NaMN	NT5-NMN	NADR-NMN	PNP-NR	NADR-NaMN	PNP-NAR	NMN thermolysis	NaMN thermolysis	NAR thermolysis	NR thermolysis	NAD thermolysis	Summation Error	temperature
247	NAR	-8.475530045444774e-29	inf	-4.283636122022685e-29	inf	-4.283848369897517e-29	inf	-inf	inf	6.95194987151844e-310	0.0	1.3773990250786e-311	0.0	6.3244936108728e-310	0.0	7.4e-323	0.0	1.377399025529e-311	1.6779197143673458e+243	0.0	50.0
248	NAM	-8.938871494104192e-11	inf	-5.242036632158658e-11	inf	-5.2419866998131876e-11	inf	-inf	inf	0.0	9.27923374638954e+199	4.797332885854137e+226	7.4e-323	0.0	7.4e-323	0.0	0.0	1.3775047762886e-311	7.4e-323	4e-323	50.0
249	NaMN	2.030392987588647e-17	inf	1.833478599944997e-17	-inf	1.8335075698067087e-17	inf	inf	inf	-1.492033358124231e-154	1.0635294425628266e-94	3.483440164960454e+228	1.3775047767866e-311	4.4438055886566655e+252	0.0	0.0	0.0	1.3775047762886e-311	1.3775120731955e-311	2e-323	50.0
250	NMN	1.2884021073396204e-15	-inf	1.1634485817508828e-15	-inf	1.1634669653585898e-15	inf	-inf	-inf	6.95194987257613e-310	0.0	3e-323	5.852818101132028e+63	1.377504777075e-311	7.0531553666895585e+87	1.377504777522e-311	1.379297264127e-311	1.3775047762886e-311	1.265e-321	3.2200200572783694e-57	50.0
251		5.8054197046833456e-11	-inf	5.242390743549752e-11	-inf	5.242473578372056e-11	-inf	inf	-inf	0.0	7.4e-323	7.4e-323	6.384648614886652e+20	0.0	1.377514527271e-311	1.377504966903e-311	1.3775038148527e-311	-1.4923975364155663e-154	0.0	-2.9336016934471e-310	50.0
252	NAD	1.0763385950445328	inf	-0.0001705696479614	inf	-0.0002161781501302	inf	-inf		1.076626217248244e+277	0.0	6.95194986536514e-310	0.0	6.95194986538175e-310	0.0	1.377504777522e-311	0.0	6.95194987012043e-310	0.0	4e-323	50.0
253	NaAD	-1.0889234880968732	-inf	0.0002145522817243	-inf	0.0002145067525605	-inf	inf	inf	1.3775047767866e-311	1.6779197143673458e+243	0.0	7.4e-323	0.0	0.0	5e-324	0.0	0.0	7.4e-323	7.4e-323	50.0
254	NR	4.472002367844192e-06	inf	-4.185340986873519e-05	inf	4.1845646200065456e-06	inf	-inf	-inf	0.0	1.377514525421e-311	2.150289495073121e-13	0.0	7.50048895508246e+247	7.2020760384649804e+252	0.0	0.0	1.3771752683365e-311	0.0	6.95194986536514e-310	50.0
255	NAR	-7.982788137275988e-23	-inf	-7.2085907249723e-23	inf	-7.208704627647631e-23	-inf	-inf	inf	6.95194987259036e-310	0.0	1.3775047769447e-311	2.309556055536773e+161	3.3339533976723545e+178	0.0	7.4e-323	0.0	1.3775047773953e-311	1.377175268337e-311	0.0	50.0
256	NAM	-8.691950510419015e-11	inf	-9.099241673604796e-15	inf	-9.085548111304715e-15	inf	-inf	inf	1.3775047848735e-311	1.265e-321	7.868114040213671e-67	7.4e-323	0.0	7.4e-323	0.0	0.0	0.0	1.4403395576571117e+214	1.8044389576457636e+219	50.0
257	NaMN	5.3602339714835e-15	inf	2.6862569910646302e-15	-inf	2.686257012367393e-15	inf	inf	inf	-1.4967676781679593e-154	0.0	-1.96651171755369e-309	1.3775047846996e-311	9.083661524275506e+223	0.0	0.0	0.0	-2.069725611283326e-309	4.810551760417881e+228	6.384817655096139e+20	50.0
258	NMN	2.3934487097989646e-17	-inf	1.1994659864035165e-17	-inf	1.1994659959525347e-17	inf	inf	-inf	6.95194987138207e-310	0.0	4e-323	1.3775047848577e-311	1.377504784988e-311	0.0	1.377471566445e-311	-2.05343410695918e-309	1.3775047853004e-311	9.279233746389736e+199	7.727819902446094e+228	50.0
259		1.3928617893805026e-14	-inf	6.980263807898944e-15	-inf	6.980263863257228e-15	-inf	inf	-inf	0.0	7.4e-323	7.4e-323	1.377504784921e-311	0.0	1.3775047710555e-311	1.377505017432e-311	1.377503892338e-311	-9.812880579893833e-150	1.0635294425628266e-94	3.483440164960454e+228	50.0
260	NAD	5.7480020340269926e-05	inf	-3.8315878194358637e-10	inf	-3.9221642186912884e-10	inf	-inf	-inf	1.3771752683365e-311	0.0	6.95194986536514e-310	0.0	6.95194986538175e-310	0.0	1.3775047839723e-311	0.0	7.2020768756615385e+252	8288597344216406.0	3978982.7926151054	50.0
261	NaAD	-1.0031081855165835	-inf	6.830365001438465e-06	-inf	6.830365055282216e-06	-inf	inf	inf	1.3775047846996e-311	1.377175268337e-311	0.0	7.4e-323	0.0	0.0	1.37750478402e-311	0.0	7.932538912301001e+68	3.819482591556362e+180	1.1415631926304748e+243	50.0
262	NR	-1.1267640342068565e-08	inf	-1.0354034438287999e-07	inf	1.0354119993308436e-08	inf	-inf	inf	0.0	1.377504769182e-311	0.0	0.0	1.377504784984e-311	1.3771752683365e-311	0.0	0.0	1.0766265412448132e+277	2654876.714460901	9.040504396019611e+223	50.0
263	NAR	-6.226065987896341e-23	-inf	-3.120164786787732e-23	inf	-3.120164811532596e-23	-inf	-inf	inf	6.9519498713963e-310	0.0	1.3775047848577e-311	1.3771752683365e-311	6.3244936108728e-310	0.0	7.4e-323	0.0	2.3164910662874864e-152	1.6779200365728925e+243	9.750238216029356e+199	50.0
264	NAM	-6.549755181352618e-10	inf	-1.4768965867589847e-11	inf	-1.472406387284167e-11	inf	-inf	inf	1.377459375814e-311	9.27923374638954e+199	2.110272344737952e-52	7.4e-323	0.0	7.4e-323	0.0	0.0	1.3775047918695e-311	7.4e-323	4e-323	50.0
265	NaMN	2.963409712427573e-11	inf	1.471457327947645e-11	-inf	1.4714148200032858e-11	inf	inf	inf	-1.500773619748773e-154	1.0635294425628266e-94	3.4834401649603766e+228	1.377504791395e-311	4.4438055886566655e+252	0.0	0.0	0.0	1.3775047918695e-311	1.3775121637874e-311	6.38481511621804e+20	50.0
266	NMN	7.854269788407813e-14	-inf	3.899974676930383e-14	-inf	3.899862013176178e-14	inf	inf	-inf	6.9519498727627e-310	0.0	4e-323	5.852818101132028e+63	1.3775047916837e-311	7.0531553666895585e+87	1.377504791814e-311	1.379297264127e-311	1.3775047918695e-311	9.27923374638954e+199	9.082981782257706e-44	50.0
267		1.041448703743348e-14	-inf	5.171230020510356e-15	-inf	5.171080632314117e-15	-inf	inf	-inf	0.0	7.4e-323	7.4e-323	6.384648614886652e+20	0.0	1.377521133466e-311	1.377504968761e-311	1.3774527663696e-311	-1.5011377973454216e-154	1.0635294425628266e-94	3.4834401649603766e+228	50.0
268	NAD	0.0005165424248965	inf	8.517673877246845e-09	inf	-2.8225163061102524e-08	inf	inf	inf	1.076626217248244e+277	0.0	6.95194986536514e-310	0.0	6.95194986538175e-310	0.0	1.377504791814e-311	0.0	6.95194987138207e-310	0.0	3e-323	50.0
269	NaAD	-1.021987778007825	-inf	4.923618512993947e-05	-inf	4.923475369235419e-05	-inf	inf	-inf	1.377504791395e-311	1.6779197143673458e+243	0.0	7.4e-323	0.0	0.0	1.27e-321	0.0	0.0	7.4e-323	7.4e-323	50.0
270	NR	-5.365266389805874e-06	-inf	-4.762697087684856e-05	-inf	4.763231022418837e-06	inf	-inf	-inf	0.0	1.3775211341777e-311	2.150289495073121e-13	0.0	7.50048895508246e+247	7.2020760384649804e+252	0.0	0.0	1.076626217248244e+277	0.0	6.95194986536514e-310	50.0
271	NAR	-2.9298200684512764e-20	-inf	-1.4547786595999016e-20	inf	-1.4547366334744117e-20	-inf	-inf	inf	6.9519498727769e-310	0.0	1.3775047915533e-311	2.309556055536773e+161	3.3339533976723545e+178	0.0	7.4e-323	0.0	1.377504792004e-311	1.6779197143673458e+243	0.0	50.0
272	NAM	4.56636637267962e-08	inf	3.914108129471213e-08	inf	3.9144028340891995e-08	inf	inf	inf	0.0	9.279233746389736e+199	7.727819902446094e+228	2.59458115875878e+161	5.5199979851301406e+228	9.479058508652662e+179	1.6928021207302066e-307	0.0	1.6779197143673458e+243	7.4e-323	4e-323	50.0
273	NaMN	0.0		-7.658461382524786e-24	-inf	-7.6499520188063e-24		inf		-9.87126971768944e-150	1.0635294425628266e-94	3.483440164960454e+228	7928846488660339.0	4.443806195307074e+252	5.293695428895758e+180	0.0	0.0	0.0	1.377409204167e-311	6.384815116218034e+20	50.0
274	NMN	-1.1427452711410191e-26	-inf	-9.962159733039523e-27	-inf	-9.96300366027581e-27		-inf	-inf	7.2020768756615385e+252	8288597344216406.0	3978982.7926151054	5.852818101132085e+63	2.3095566190001305e+161	7.053156512472963e+87	-6.52028083296532e-07	-7.424893119464797e-19	0.0	9.27923374638954e+199	1.1994734950180984e-71	50.0
275		-6.6321782404934565e-16	-inf	-5.673817637110001e-16	-inf	-5.674241665985631e-16	-inf	-inf	-inf	7.932538912301001e+68	3.819482591556362e+180	1.1415631926304748e+243	6.384648614886652e+20	3.452272687346395e+132	2.5196941890073337e+180	1.3775049932823e-311	1.3775039003537e-311	-1.5066004026512375e-154	1.0635294425628266e-94	3.4834401649603766e+228	50.0
276	NAD	0.9516824049019356	inf	0.0001352574269228	inf	-9.925254906239584e-05	inf	inf	inf	1.0766265412448132e+277	2654876.714460901	9.040504396019611e+223	6.982031352718052e+252	1.4376319545062692e+180	6.964076089067324e+252	-3.3599928626710726e-06	0.0	6.95194987012043e-310	0.0	4e-323	50.0
277	NaAD	-1.0370571033907987	-inf	8.500429369740411e-05	-inf	8.491105787328592e-05	-inf	inf	-inf	2.3164910662874864e-152	1.6779200365728925e+243	9.750238216029356e+199	5.5199979851301406e+228	4.880463037154749e+252	2.1739182640308068e-100	-inf	0.0	0.0	7.4e-323	7.4e-323	50.0
278	NR	2.0579481928707343e-05	inf	-0.000227043367324	inf	2.2708154489604232e-05	inf	-inf	inf	1.4376469339394953e+180	2.1130967136856422e+214	2.1502896782180453e-13	4.443806195307074e+252	7.50048895508258e+247	7.2020768756615385e+252	0.0	0.0	1.076626217248244e+277	0.0	6.95194986536514e-310	50.0
279	NAR	2.567567127145929e-23	-inf	2.1322279290883977e-23	inf	2.1323628184758245e-23	-inf	-inf	inf	1.37947153028908e+219	6.384817653809667e+20	6.193442051059869e+175	2.3095566190001305e+161	1.1782872971038268e+180	7.932538912301001e+68	7.4e-323	0.0	1.377365264577e-311	1.6779197143673458e+243	0.0	50.0
280	NAM	-0.7590363456883413	0.7312864529045245	-0.4957498875231704	0.7320485807175706	-0.5022536554915822	0.7312863326396133	-0.4941378788793923	0.7296716348145476	1.3775275410154e-311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4e-323	3.5e-323	50.0
281	NaMN	-1.835507594680021e-05	5.703075368909382e-05	-1.191515103093186e-05	-1.003139176446139	-1.2145550221959638e-05	5.703074430981935e-05	-1.1876407045433956e-05	5.690481906011527e-05	-1.3151321328805126e-231	3.5e-323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.377531958065e-311	-6.00270169348262e-309	50.0
282	NMN	3.774773313293909e-12	-6.428845182103229e-12	2.4676623584155277e-12	-6.435535186415543e-12	2.4977636416195825e-12	7.245438552251482e-12	2.459638366520431e-12	-6.414649082874727e-12	-0.7590363456883413	-1.835507594680021e-05	3.774773313293909e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73640263883305e-310	50.0
283		0.759035376339942	-0.731285519214007	0.4957492545203588	-0.7320460503541527	0.5022530141853156	-0.7312853989629234	0.4941372479348888	-0.7296707031857942	0.7312864529045245	5.703075368909382e-05	-6.428845182103229e-12	-0.731285519214007	0.0	0.0	0.0	0.0	-1.5229882572231682e-154	0.0	1.3775275424383e-311	50.0
284	NAD	1.2978684031127468	2.489948236469105	-1.698167512196473	2.4925456748073	-1.7397239044668766	2.489948343362785	-1.6926461257089922	2.4844544249607843	-0.4957498875231704	-1.191515103093186e-05	2.4676623584155277e-12	0.4957492545203588	-1.698167512196473	0.0	0.0	0.0	6.9519498728354e-310	0.0	3e-323	50.0
285	NaAD	-1.2991400703214009	-2.4923852676687748	1.7187069573605676	-2.4949877347378497	1.7394755203980716	-2.4923877385300424	1.7131199072685608	-2.48688613928028	0.7320485807175706	-1.003139176446139	-6.435535186415543e-12	-0.7320460503541527	2.4925456748073	-2.4949877347378497	0.0	0.0	0.0	7.4e-323	7.4e-323	50.0
286	NR	0.0009733638864322	0.0018647392868656	-0.0201478190859236	0.0018691708466409	0.0006481075546835	0.0018671030648734	-0.0200834287282358	0.0018606851050039	-0.5022536554915822	-1.2145550221959638e-05	2.4977636416195825e-12	0.5022530141853156	-1.7397239044668766	1.7394755203980716	0.0006481075546835	0.0	1.3771752683365e-311	0.0	6.95194986536514e-310	50.0
287	NAR	-0.253470968413191	-0.4865258999288889	-0.1669074446241657	0.4808928840832905	-0.1677212616142353	-0.4865258199116822	-0.1663647188460737	0.5146612839850471	0.7312863326396133	5.703074430981935e-05	7.245438552251482e-12	-0.7312853989629234	2.489948343362785	-2.4923877385300424	0.0018671030648734	-0.4865258199116822	1.3775275404937e-311	5e-324	0.0	50.0
288	NAM	-5.100777702841895e-05	inf	-4.187028987886128e-05	1.008127922279786	-4.187038807881583e-05	inf	-inf	inf	0.0	9.27923374638954e+199	1.6595520355572922e-76	7.4e-323	0.0	7.4e-323	0.0	0.0	1.3775275381696e-311	7.4e-323	4e-323	50.0
289	NaMN	5.10056223322661e-05	inf	4.1870288999969454e-05	-1.0081279199697832	4.1870387219812906e-05	inf	inf	inf	-1.5237165970479576e-154	1.0635294425628266e-94	3.4834401649603766e+228	1.377527541711e-311	4.4438055886566655e+252	0.0	0.0	0.0	0.0	1.377532003124e-311	6.384815116218035e+20	50.0
290	NMN	6.030486683031919e-12	-inf	4.950399744345738e-12	-1.1877344041251675e-07	4.950411364117505e-12	inf	inf	-inf	6.9519498727627e-310	0.0	4e-323	5.852818101132028e+63	1.3775275419996e-311	7.0531553666895585e+87	1.3775275419166e-311	2.1219957905e-314	1.377527613631e-311	9.27923374638954e+199	1.2349535251032878e-307	50.0
291		6.566068363804735e-11	-inf	5.390056378712439e-11	-1.2794253363621214e-06	5.390069022335683e-11	-inf	inf	-inf	0.0	7.4e-323	7.4e-323	6.384648614886652e+20	0.0	1.3775378957144e-311	1.377525250203e-311	1.3774123088437e-311	-1.524080770086209e-154	1.0635294425628266e-94	3.483440164960454e+228	50.0
292	NAD	0.8599440448726584	inf	-3.4810296837629665e-05	0.8667750076353248	-4.275325259123674e-05	inf	-inf	inf	1.076626217248244e+277	0.0	6.95194986536514e-310	0.0	6.95194986538175e-310	0.0	8.40735241e-315	0.0	6.9519498711544e-310	0.0	3.5e-323	50.0
293	NaAD	-1.003125774547329	-inf	4.9029552374212445e-05	-1.011094238796165	4.902939007847598e-05	-inf	inf	-inf	1.377527541711e-311	1.6779197143673458e+243	0.0	7.4e-323	0.0	0.0	0.0	0.0	0.0	7.4e-323	7.4e-323	50.0
294	NR	6.290233344417033e-07	inf	-8.087208188793405e-06	7.663939802180099e-07	8.086881580243809e-07	inf	-inf	inf	0.0	1.3775378957855e-311	2.150289495073121e-13	0.0	7.50048895508246e+247	7.2020760384649804e+252	0.0	0.0	1.076626217248244e+277	0.0	6.95194986536514e-310	50.0
295	NAR	-6.923875733166716e-12	-inf	-5.683778859888008e-12	1.3685064690439457e-07	-5.683792192966981e-12	-inf	-inf	inf	6.9519498727769e-310	0.0	1.377527541869e-311	2.309556055536773e+161	3.3339533976723545e+178	0.0	7.4e-323	0.0	1.37752754232e-311	1.6779197143673458e+243	0.0	50.0
296	NAM	-6.368103965441051e-07	1.0000128779755202	-2.1278146752194838e-06	inf	-2.151441477676309e-06	1.000012904096033	-2.12346869160989e-06	inf	0.0	0.0	6.528783709995684e-38	7.4e-323	0.0	7.4e-323	0.0	0.0	0.0	1.4403395576571117e+214	1.8044389576457636e+219	50.0
297	NaMN	1.2197579661969712e-10	5.567453109718093e-12	4.117058991520322e-10	-inf	4.142079597178826e-10	5.562784896548782e-12	4.1086498689820863e-10	-inf	-1.5208031946820212e-154	0.0	1.377527539387e-311	1.3775275368416e-311	0.0	0.0	0.0	0.0	0.0	4.810551760417881e+228	6.384817655096139e+20	50.0
298	NMN	2.7945899859522293e-12	-1.7824551345526872e-05	9.297270330829248e-12	-inf	9.489943710723504e-12	1.274084039179004e-13	9.278315591348855e-12	-inf	6.9519498715042e-310	0.0	4e-323	0.0	1.37752753713e-311	-5.611575429291843e-309	0.0	1.379297264127e-311	0.0	9.279233746389736e+199	7.727819902446094e+228	50.0
299		6.345114289468813e-07	-0.9999950153579976	2.1310421608830086e-06	-inf	2.154688478837754e-06	-1.0000128660300196	2.1266895848972533e-06	-inf	0.0	7.4e-323	7.4e-323	0.0	0.0	1.377528132827e-311	1.377525237942e-311	1.377520346297e-311	-9.969122479300418e-150	1.0635294425628266e-94	3.483440164960454e+228	50.0
300	NAD	0.8793367057824664	0.0400895376874899	-1.474918971435439	inf	-1.4838977331002248	0.0401063291144207	-1.4719063666586718	inf	1.3771752683365e-311	0.0	6.95194986536514e-310	0.0	6.95194986538175e-310	0.0	1.3775276121134e-311	0.0	7.2020768756615385e+252	8288597344216406.0	3978982.7926151054	50.0
301	NaAD	-0.8795811477908312	-0.0401009034560603	1.4833278651074555	-inf	1.48350325225087	-0.0401176553583939	1.4802982015499753	-inf	1.3775275368416e-311	5e-324	0.0	7.4e-323	0.0	0.0	0.0	0.0	7.932538912301001e+68	3.819482591556362e+180	1.1415631926304748e+243	50.0
302	NR	0.0001585332172545	7.449124299953443e-06	-0.008264578339501	inf	0.0005394314261381	7.407960440497653e-06	-0.0082478143277433	inf	0.0	1.37752813342e-311	0.0	0.0	1.377527605663e-311	9.302702240139029e+242	0.0	0.0	1.0766265412448132e+277	2654876.714460901	9.040504396019611e+223	50.0
303	NAR	-7.773109963666241e-10	-3.5479384669905974e-11	-2.623664132911586e-09	inf	-2.639608928901501e-09	-3.544963573817017e-11	-2.618305394888283e-09	inf	6.95194987151844e-310	0.0	1.3775275369997e-311	1.3771752683365e-311	6.3244936108728e-310	0.0	7.4e-323	0.0	2.3164910662874864e-152	1.6779200365728925e+243	9.750238216029356e+199	50.0
304	NAM	-0.0005121172361981	1.003856542518434	-0.0003024938512931	0.9997573362828772	-0.0004128425412515	1.0038602328382469	-inf	inf	1.3775274933005e-311	0.0	2.152949024863e-312	-4.3460024906916e-310	0.0	1.37752793094e-311	1.377527199857e-311	1.27e-321	0.0	1.4403395576571117e+214	1.8044389576457636e+219	50.0
305	NaMN	1.9549601331405778e-07	5.768157201144594e-07	1.428611912945814e-07	-1.0000307266487751	1.579055383122044e-07	5.767145633504864e-07	inf	inf	-3.2609365133316e-311	0.0	0.0	1.3775274937274e-311	7.4e-323	1.3775279309874e-311	0.0	8.40735241e-315	-4.78058531179747e-310	4.810551760417881e+228	6.384817655096139e+20	50.0
306	NMN	1.0391167588110893e-07	-0.0007995305841179	3.594004299593164e-08	-2.9154636635856787e-05	8.398521193924583e-08	8.770248921802656e-08	inf	-inf	8.40735241e-315	-4.18303316861403e-310	0.0	1.377527491783e-311	1.3775282460985e-311	5e-324	0.0	0.0	1.3775274914033e-311	9.279233746389736e+199	7.727819902446094e+228	50.0
307		0.0005107338811601	-1.0030584885387244	0.0003022467053301	-0.0362682771256086	0.0004126237711538	-1.0038617970621324	inf	-inf	0.0	1.377527493253e-311	7.4e-323	1.3775274937274e-311	0.0	6.322752723158855e+233	-4.61761598971988e-310	0.0	-9.793787022226062e-150	1.0635294425628266e-94	3.483440164960454e+228	50.0
308	NAD	3.295127723332665	2.780695266821733	0.2221795660565627	2.7693724586074384	-0.0523857465002596	2.7807388915218585	inf	inf	0.0	1.377527493253e-311	1.377528246881e-311	5e-324	0.0	1.652154516491161e+265	1.3775274942017e-311	7.4e-323	7.2020768756615385e+252	8288597344216406.0	3978982.7926151054	50.0
309	NaAD	-3.34301552109949	-2.8211302285193365	0.0431164066502742	-2.8096203563588333	0.0172635295793542	-2.8211511224486703	inf	-inf	7.4e-323	1.377527493253e-311	0.0	4.69363316240193e+257	-4.4546487399035e-310	0.0	1.377527493348e-311	1.3775274083054e-311	7.932538912301001e+68	3.819482591556362e+180	1.1415631926304748e+243	50.0
310	NR	0.0430587105568402	0.0363597757330582	-0.265487995257981	0.0361893168273575	0.0351811379814851	0.036336992652838	-inf	inf	1.377527200284e-311	5e-324	0.0	1.27024e-319	1.377527492115e-311	7.4e-323	1.3775274942017e-311	0.0	1.0766265412448132e+277	2654876.714460901	9.040504396019611e+223	50.0
311	NAR	-6.191567948001477e-11	-1.826216091610741e-10	-4.5245663653336047e-11	0.0003165695979654	-5.0010373729968446e-11	-1.8258957151982936e-10	-inf	inf	0.0	8.40735241e-315	-4.2916794178702e-310	0.0	1.377527492115e-311	1.377528245316e-311	0.0	0.0	2.3164910662874864e-152	1.6779200365728925e+243	9.750238216029356e+199	50.0
312	NAM	-0.0002493637965843	1.002562570357117	-0.0001993665225751	inf	-0.0002589301058171	1.0025713110413776	-inf	inf	0.0	0.0	1.377527496763e-311	7.4e-323	1.3775274927314e-311	9.549431806710249e-307	8.40735241e-315	-1.02672225051872e-309	3.769823277817564e+213	1.4403395576571117e+214	1.8044389576457636e+219	50.0
313	NaMN	1.6232127499462488e-10	8.903216110239864e-11	1.563813180300575e-10	-inf	1.7234118811425252e-10	8.860797760703163e-11	inf	inf	-7.6068157535497e-311	0.0	1.377527496763e-311	1.3775289801535e-311	4.536852279497202e+217	0.0	0.0	1.37752749719e-311	7.497795323890598e+247	4.810551760417881e+228	6.384817655096139e+20	50.0
314	NMN	1.865259884230893e-07	-0.0030247122532737	1.0359014387458713e-07	-inf	1.981619754094988e-07	1.0182081778455189e-07	inf	-inf	1.3775274951977e-311	7.4e-323	1.377527496194e-311	0.0	2.152949024863e-312	-1.010425318310294e-309	0.0	1.37752749719e-311	1.8119020932256412e+185	9.279233746389736e+199	7.727819902446094e+228	50.0
315		0.0002437786252452	-0.9995408047186636	0.0001993050168101	-inf	0.0002588837733295	-1.0025743598750392	inf	-inf	1.3775274951977e-311	1.377528974604e-311	4.536852279497203e+217	0.0	0.0	1.37752749534e-311	7.4e-323	1.37752749719e-311	-8.3601186578647e-311	1.0635294425628266e-94	3.483440164960454e+228	50.0
316	NAD	5.179198254136219	2.826838792596675	-0.0405242520677054	inf	-0.1458267732140749	2.8272210539459905	-inf	inf	1.3775274948183e-311	0.0	8.40735241e-315	-9.9412838610254e-310	0.0	1.377527496905e-311	1.377528976027e-311	4.536852279497454e+217	7.2020768756615385e+252	8288597344216406.0	3978982.7926151054	50.0
317	NaAD	-5.206597780514682	-2.8418558709404635	0.2436203349984525	-inf	0.1212736723433006	-2.842177909050634	inf	-inf	4.536852279497203e+217	0.0	0.0	1.37752749534e-311	7.4e-323	1.37752749534e-311	0.0	1.2304056053937999e+224	7.932538912301001e+68	3.819482591556362e+180	1.1415631926304748e+243	50.0
318	NR	0.0228985591817248	0.0125604046760171	-0.2030034114835811	inf	0.0246726595528159	0.0124998668610336	-inf	inf	8.40735241e-315	-9.77831453894666e-310	0.0	1.37752749534e-311	1.3775289737505e-311	4.536852279497202e+217	0.0	5.70798505222805e+160	1.0766265412448132e+277	2654876.714460901	9.040504396019611e+223	50.0
319	NAR	-1.0124155502032345e-12	-5.553034955082794e-13	-9.75367390067778e-13	inf	-1.0749108443591846e-12	-5.526580415240723e-13	-inf	inf	0.0	1.377527496763e-311	7.4e-323	1.3775274970475e-311	0.0	2.152949024863e-312	-1.021289943235833e-309	3.769823277817564e+213	2.3164910662874864e-152	1.6779200365728925e+243	9.750238216029356e+199	50.0
320	NAM	-6.75688509559862e-10	inf	1.140970130303856e-09	inf	1.1416196240004607e-09	inf	inf	inf	0.0	9.27923374638954e+199	4.801959750323996e+226	7.4e-323	0.0	7.4e-323	1.3773649558294e-311	0.0	1.167343790536154e+214	1.4403395576571117e+214	1.8044389576457636e+219	50.0
321	NaMN	2.758823253757669e-15	inf	9.325346451240332e-15	-inf	9.330645967368916e-15	inf	inf	inf	-1.46687179854586e-310	1.0635294425628266e-94	3.483440164960454e+228	1.377527504581e-311	4.4438055886566655e+252	0.0	0.0	0.0	1.28324e-319	4.810551760417881e+228	6.384817655096139e+20	50.0
322	NMN	8.090207414532319e-14	-inf	2.7346437264054746e-13	-inf	2.736197801406789e-13	inf	inf	-inf	6.9519498617786e-310	0.0	0.0	5.852818101132028e+63	1.3775275048696e-311	7.0531553666895585e+87	1.167343790536154e+214	-1.933923304012015e-309	0.0	9.279233746389736e+199	7.727819902446094e+228	50.0
323		4.1718829251742353e-13	-inf	1.4101756461779696e-12	-inf	1.410977037123546e-12	-inf	inf	-inf	0.0	7.4e-323	7.4e-323	6.384648614886652e+20	0.0	1.3775538370547e-311	1.3775458312545e-311	1.3775373567955e-311	-1.52119474508607e-310	1.0635294425628266e-94	3.483440164960454e+228	50.0
324	NAD	0.8768439816359699	-inf	-1.4839389363082929	inf	-1.4847836618302448	inf	-inf	-inf	1.076626217248244e+277	0.0	6.9519498617786e-310	0.0	6.95194986205886e-310	0.0	0.0	5.7e-322	7.2020768756615385e+252	8288597344216406.0	3978982.7926151054	50.0
325	NaAD	-0.8775466940061172	inf	1.485878239357819	-inf	1.4858985159961045	-inf	inf	inf	1.377527504581e-311	1.6779197143673458e+243	0.0	7.4e-323	0.0	0.0	7.4e-323	1.377539969201e-311	7.932538912301001e+68	3.819482591556362e+180	1.1415631926304748e+243	50.0
326	NR	1.462842400331965e-05	inf	-0.0007746502811092	inf	5.028055541428491e-05	inf	-inf	inf	0.0	1.3775538355843e-311	2.150289495073121e-13	0.0	7.50048895508246e+247	7.2020760384649804e+252	0.0	0.0	1.0766265412448132e+277	2654876.714460901	9.040504396019611e+223	50.0
327	NAR	-4.4055033881244694e-20	-inf	-1.4891437987383058e-19	inf	-1.489990066620237e-19	-inf	-inf	inf	6.95194986205886e-310	0.0	1.377527504739e-311	2.309556055536773e+161	3.3339533976722955e+178	0.0	7.4e-323	0.0	2.3164910662874864e-152	1.6779200365728925e+243	9.750238216029356e+199	50.0
328	NAM	-3.635788733884738e-10	inf	4.348393164367976e-10	inf	4.4405591607900925e-10	inf	inf	inf	4.69363316240193e+257	-1.184259317120233e-309	7.871011857518896e-67	7.4e-323	0.0	7.4e-323	0.0	0.0	1.3775274980436e-311	7.4e-323	4e-323	50.0
329	NaMN	4.835197516209224e-15	inf	1.785938383928442e-14	-inf	1.8236774820119377e-14	inf	inf	inf	-1.4978602182547558e-154	1.3775274982807e-311	0.0	1.377527498494e-311	0.0	0.0	0.0	0.0	1.377527498091e-311	1.3775320510285e-311	2.5e-323	50.0
330	NMN	1.5722306620390528e-12	-inf	5.807223134758911e-12	-inf	5.92993697832948e-12	inf	inf	-inf	6.9519498711544e-310	0.0	4e-323	0.0	1.3775274987827e-311	0.0	1.3775274987866e-311	2.1219957905e-314	1.3775274980436e-311	0.0	2.006683136308476e-52	50.0
331		2.830854271653603e-13	-inf	1.0456100885449796e-12	-inf	1.067705129473152e-12	-inf	inf	-inf	0.0	7.4e-323	7.4e-323	8.40735241e-315	0.0	1.377544267414e-311	1.377545835713e-311	1.377537432945e-311	-1.4982243933768488e-154	0.0	0.0	50.0
332	NAD	1.0201493742022725	-inf	-1.2457474980783587	inf	-1.2721503894448771	inf	-inf	-inf	1.3771752683365e-311	0.0	6.95194986536514e-310	0.0	6.95194986538175e-310	0.0	1.3775274987866e-311	0.0	6.9519498711544e-310	0.0	4e-323	50.0
333	NaAD	-1.0211955898648637	inf	1.2763067574636315	-inf	1.2704304829205422	-inf	inf	inf	1.377527498494e-311	2.14321574888e-312	0.0	7.4e-323	0.0	0.0	0.0	0.0	0.0	7.4e-323	7.4e-323	50.0
