Temperature	ET_NADS	ET_NAMPT	ET_NAPRT	ET_NMNAT1	ET_NRK1	ET_NT5	ET_PNCA	ET_PNP	ET_SIRT	Sol	objective
50.0	1000000.0	1000000.0	18106.21504959403	8814.000424726735	67895.46150621807	100.0	0.0083245704160518	64073.65239242429	61417.26691598907	2.00004057702836	min_ratio
50.0	7038.631090225301	18176.26929410152	13354.349586765236	160196.04945758273	100.0	100.0	1e-06	132.53169275477154	949.710375583486	2.002504739064945	min_ratio
50.0	23623.636406697715	1000000.0	10141.032725256671	55075.00747880171	2903.297183447802	100.0	0.0005721789743646	176530.98141451518	61611.39361687229	2.0000375110077755	min_ratio
50.0	6226.107893554561	515661.76823764096	241081.8916923697	2773.8435966567304	65757.39110871666	100.0	1e-06	2281.966034009315	31544.95499848005	2.000078692352856	min_ratio
50.0	3301.099844231001	958283.875635776	886179.9182648619	3031.5337036052465	100.0	100.0	1.302191111681796e-06	14423.198178055964	58281.27374575272	2.0000450575890354	min_ratio
50.0	249298.72528368208	1000000.0	87126.40597178455	3310.273382142492	705.7639895428119	100.0	1e-06	488.4574325160471	59395.48030453981	2.00004431009486	min_ratio
50.0	58596.13244962991	284039.8596062462	549.5375369605455	17117.04986070455	533.7036333415508	102.64824839843428	0.0001122398544112	100.0	17366.144691803678	2.0001343108534333	min_ratio
50.0	538378.6108406	1000000.0	42948.25048407815	76279.98701082541	101983.29924144244	100.0	1.2361656351227462e-06	25084.99138236566	61598.37533357479	2.000037343680705	min_ratio
50.0	120682.74949535064	407270.3123027549	100.0	46539.32759155088	3366.665035262795	100.0	1e-06	100.0	6605.07368110106	2.000240331095825	min_ratio
50.0	250.1465344338156	1000000.0	40485.17293629381	58229.99694296844	958.022923912662	100.0	1e-06	185940.17428336307	61404.27788798708	2.0000375851708885	min_ratio
50.0	2505.5486178508163	1000000.0	70550.53068579423	49420.851904245385	811628.1092165454	115.7186966746314	1e-06	727948.7943660213	61568.50244005996	2.000039549004992	min_ratio
50.0	59238.49827313991	304308.20970191533	8194.558200610394	2571.554673554005	2743.373603092035	100.0	1e-06	975730.571812752	5451.025352490686	2.000318823434803	min_ratio
50.0	18595.645334093893	710166.4059416616	100.0	757193.0106060418	37479.10350678221	100.0	6.956125550173115e-05	32104.43557220015	43233.21602037615	2.0000532414429384	min_ratio
50.0	583543.2835531776	107.44551761465544	4857.704799038278	3230.6240053075635	863341.8211649699	100.0	1000000.0	560.2121271746386	30852.49254747865	4.000096335383029	min_ratio
50.0	41272.16830527708	1000000.0	345230.84971462336	4432.294064570569	282.15759956466866	100.0	1e-06	605.2713468366824	61282.822085303625	2.0000411667473554	min_ratio
50.0	9301.988703043056	993428.007214085	100.0	2192.7670370793094	46729.87021822389	100.0	1e-06	42044.55836699164	60529.311965624	2.0000458335254145	min_ratio
50.0	371271.7547067405	325211.0692442519	100.0	49153.120630384095	30460.96169300575	100.0	1e-06	55050.13875666193	16301.16323771237	2.0001505255172978	min_ratio
50.0	16392.956092109387	1000000.0	822749.6678221282	789426.346972266	43229.37396616423	100.0	1e-06	58546.95578775778	61488.13870941112	2.000037252550459	min_ratio
50.0	13451.295137970845	993105.8858463442	100.0	31462.55294730674	10226.264865548195	100.0	0.0029182286113739	375.21530657497846	61080.92958591158	2.0000384920861767	min_ratio
50.0	36652.652928537726	1000000.0	491.0290717603652	2242.521543768918	100.0	106.92623243339146	0.0001418567191657	100.0	60720.16510534364	2.0000467317065955	min_ratio
50.0	1000000.0	917752.214242692	156490.92898643835	715346.0424779073	568242.0538940832	100.0	1e-06	17492.960453981323	54442.43344337554	2.00004278388728	min_ratio
50.0	17155.598826315203	1000000.0	159836.92914871898	1000000.0	583997.8642412211	100.0	1e-06	1000000.0	37539.62539825244	2.000064605847616	min_ratio
50.0	913928.9794406914	1000000.0	7148.298255027037	17957.2304335914	507.1658896542044	100.0	0.0001033106780907	616540.4828361598	61592.99518686223	2.000038056833582	min_ratio
50.0	507480.27081689466	1000000.0	893.2484834582032	373455.6604944925	26071.31640149375	100.0	1e-06	1325.9260042287735	61672.75301109318	2.0000371083857	min_ratio
50.0	686124.802643659	980230.1429616108	618.8954624531091	830849.9921565928	40343.844805827925	100.0	1e-06	346.81308681684	59957.24129944304	2.0000383007060494	min_ratio
50.0	77790.75391055584	1000000.0	100.0	87877.3957285234	1266.5700065036583	100.0	0.0001281176620594	33726.375059785554	59712.743072785976	2.0000390815003057	min_ratio
50.0	136372.87882731325	1000000.0	66998.1950302701	6647.939944444697	2635.810896766013	100.0	3.572502629752414e-06	100.0	61161.74907052595	2.0000400049032483	min_ratio
50.0	1000000.0	200706.0724463292	23455.44061491261	5513.6987712207065	31686.156692758388	100.0	1e-06	1504.0699375587276	3264.913400047626	2.000490100417711	min_ratio
50.0	1438.9340457557432	985186.6796522858	15931.86471831192	25841.16420161336	544256.4530554058	100.0	0.0013799046825951	10738.415828046413	59949.29596005167	2.0000392508624727	min_ratio
50.0	13521.359583001016	1000000.0	14349.862827960364	1000000.0	152.2120709164876	100.0	0.0132104218347753	1000000.0	61351.02356708879	2.00003963570764	min_ratio
50.0	250.19604418499148	1000000.0	67951.35549615191	95559.96730522782	100.0	100.0	9.090580471276466e-05	143049.43921326371	61662.24776311537	2.000037258512162	min_ratio
50.0	100.0	1000000.0	1787.1963147911863	62280.04079421519	11741.300861156022	100.0	4.692138088709634e-05	7488.850248718283	61621.17031810787	2.000037378525618	min_ratio
50.0	718547.0409153969	18290.2277440446	9172.14251436325	34211.11016176924	100.0	100.0	1e-06	148910.28807268734	323.8373946980587	2.005133061285938	min_ratio
50.0	100.0	974373.6365807492	100.0	4814.710841316015	125770.64904497472	100.0	1e-06	393158.1715611825	58356.94055648381	2.000043194194956	min_ratio
50.0	6274.729883587607	901076.4353348076	1777.2760404465398	1900.573019698204	5073.197911606005	100.0	1.3305015008482943e-05	1250.334003654688	6283.004331824899	2.0002189472045924	min_ratio
50.0	1000000.0	12.033140728797877	1999.9735158335768	672451.4629219819	5498.770490783803	126.95762430811276	112092.0453715	1805.204985472019	12835.611312051537	4.000098421925944	min_ratio
60.0	976334.1687576474	1000000.0	100.0	1000000.0	151456.27309515595	100.0	1e-06	1035.9952345374293	61530.39621690974	2.0000445183859457	min_ratio
60.0	44530.22594051679	1000000.0	7350.451470317868	99451.09940073497	546111.8742483679	100.0	1e-06	3066.2932453591084	61585.1027099981	2.000044633663035	min_ratio
60.0	15212.153549660034	1000000.0	309309.01322857424	1824.7647828675488	1000000.0	100.0	1e-06	335222.6659613181	58060.611450726734	2.0000600591580096	min_ratio
60.0	843729.6730754605	99.68635057534908	6702.710849688551	1000000.0	677554.3952295244	100.0	136283.48703575056	366173.5558384816	45377.02119334901	3.999984828449868	min_ratio
60.0	789226.8009672262	1000000.0	351022.392968105	3456.078962840506	950.5327536595864	100.0	1.5484928064212964e-06	389297.6590369244	60866.902488666114	2.0000510428790124	min_ratio
60.0	23464.798616436747	311201.95394600544	191.9084956772056	609.4488591891864	107.75809514017216	100.0	1e-06	507.5715309482878	18396.3385437379	2.00018593716256	min_ratio
60.0	566912.562978174	1000000.0	166.04117090814887	495896.299292519	485456.9624625204	102.08739960555448	1e-06	1403.5204395851094	51762.10709572142	2.000056663674919	min_ratio
60.0	82797.2497477636	975896.7421432564	29313.22046834015	389231.7977793512	270100.731208464	100.0	1e-06	781543.7092887905	53036.02729758441	2.000054292421544	min_ratio
60.0	512314.6755016351	994183.7025463491	102829.05266229958	845217.9026752367	275.93503067708104	100.83477072456476	1e-06	97506.95025911689	60893.21405431953	2.0000451990869026	min_ratio
60.0	63390.39439306719	1000000.0	100.0	167078.77641431312	547.7958959537822	100.0	1e-06	20275.985517697005	61564.523305864364	2.0000445771459803	min_ratio
60.0	802.1747778341838	1000000.0	122301.16343141587	240284.732879936	6634.64424160202	100.0	0.0003994531399265	36758.357048689504	61616.10010726348	2.000044554704614	min_ratio
60.0	131150.7741644501	966265.9495798128	355087.0594753704	1492.175420210306	100.0	100.0	2.041998963751708e-06	6049.458967087402	56226.11698113159	2.0000643850538777	min_ratio
60.0	661681.1336223905	978072.564337891	11639.067683008738	544159.8331517047	134673.86560381728	100.0	1e-06	23823.01390023402	57678.56895718299	2.000048451054361	min_ratio
60.0	1000000.0	3.471546406194582e-06	314269.4235877571	81626.24892404152	113.17478577340891	100.0	1000000.0	1000000.0	251514.2151517351	4.0000373362505925	min_ratio
60.0	9698.261165383146	1000000.0	423.2224813091526	110859.6696640542	8078.2823890487025	100.0	1e-06	1000000.0	41131.58994610392	2.000071799886997	min_ratio
60.0	635482.9734905778	931927.3906627456	1002.9801501164042	4686.224322819972	47494.04635959119	100.0	1e-06	182594.00006651288	56644.629796982095	2.0000528655532825	min_ratio
60.0	383116.0395136804	641321.3078049852	380.40303358793375	14794.645344425306	603.9501629700776	100.0	1e-06	17211.46359137297	38941.25869895887	2.0000720651850785	min_ratio
60.0	100.0	514685.16307590326	79350.90509994402	149563.14069864934	36309.925773705305	100.0	1e-06	7029.165554546051	9743.94596646436	2.000215147945082	min_ratio
60.0	1459.5671959817462	1000000.0	50308.20844826507	145017.2654552837	36589.215914237306	100.0	1e-06	24381.97764810527	61600.48972475845	2.00004455601183	min_ratio
60.0	1000000.0	1000000.0	6990.330328900126	1000000.0	100.0	100.0	1e-06	2207.982450699045	27465.698629602142	2.0000944226157413	min_ratio
60.0	984339.2502822612	1000000.0	158.32265222055742	64728.459755667456	715.0809181391919	100.0	1e-06	819371.4794227614	60628.38507681349	2.0000457858624348	min_ratio
60.0	1000000.0	9.135036121615784e-05	157752.13419658973	1000000.0	101640.72470044144	100.0	141591.9926556698	161369.58034002277	617955.8689226266	4.000018470293871	min_ratio
60.0	14885.223917502384	1000000.0	36205.250823032045	20168.219898681	40282.739929298	100.0	0.0073487030273026	100.0	61549.322260108514	2.0000466982936405	min_ratio
60.0	315.4510551938544	1000000.0	34988.4533885948	516075.1241683602	100.0	100.0	1e-06	100.0	61008.12542956459	2.0000451027485013	min_ratio
60.0	146.09783777142164	625387.3505141953	5485.622305067778	1000000.0	220.4968084420326	100.0	0.000723258058199	2564.621644917901	38445.82085227964	2.000071449896547	min_ratio
60.0	891429.4246277944	954538.1018215612	595.9966801051121	55863.921716330005	135856.90030744125	100.0	1e-06	100.0	58447.70054257362	2.000047303979066	min_ratio
60.0	12171.77019353235	1000000.0	494325.23165033245	996850.9787670056	865195.4940611938	100.0	4.817331048028958e-05	166098.06029050003	61672.1236946568	2.000044373260032	min_ratio
60.0	11797.679700923252	1000000.0	16909.12982741744	11268.07311417228	147.32294341467536	100.0	0.0014938654990123	7934.332621732635	60072.42598390827	2.000048105621312	min_ratio
60.0	2067.390814485197	160094.66963223726	1000000.0	64506.94601301973	100.0	100.0	1e-06	4480.267554118137	9803.772786933176	2.0002795991865776	min_ratio
60.0	222835.103968025	1000000.0	33937.061236652284	36869.90687517914	320.2261512071965	100.0	1e-06	39861.53796370501	61602.839921687286	2.0000449441546104	min_ratio
60.0	247268.7398482436	0.0957130178373308	147138.23562447858	81438.69927042455	48105.28657874387	100.0	229116.50944558863	30810.67470801482	28915.25831737665	4.0001600388334735	min_ratio
60.0	117923.10240239985	639418.0571470634	82776.3951798722	30112.47032713714	4497.059682844535	100.0	1e-06	13259.818167047726	38924.67713839995	2.000071337587694	min_ratio
60.0	9763.741468854862	957225.1386950228	91607.90907328988	44569.95831045188	1009.1795707465826	100.0	1e-06	717561.8520949783	12892.561401868754	2.000132602842758	min_ratio
60.0	1000000.0	1000000.0	2655.2456707217407	441665.2830259617	10779.102300888626	100.0	0.0001340141045583	11230.428826230172	61644.41588001286	2.0000444420618693	min_ratio
60.0	114827.45702915372	1000000.0	3782.161811043444	102081.26594284948	95672.2272080373	100.0	0.0230566245908126	313789.837823618	61436.45216673841	2.0000487396400186	min_ratio
60.0	17579.751044486413	18674.21388999357	27296.45290680217	48894.51832064225	804954.8210903667	100.0	1e-06	100.0	1095.2816096371414	2.0024982615535905	min_ratio
60.0	1000000.0	809302.1927337081	1000000.0	576305.1014214954	1000000.0	100.0	0.0012797931998639	1469.7283485710798	49896.94990763983	2.000055117590145	min_ratio
60.0	662644.8425833802	1000000.0	14817.955190168646	517168.2004991088	467.904457795338	100.0	0.0011030508816878	1456.2451597389152	61662.03628088268	2.000044582281651	min_ratio
60.0	221.55115075588105	755116.3144323423	100.0	1751.990548152181	100.0	100.0	0.0023066153825036	100.0	44290.948770045616	2.000075589215719	min_ratio
60.0	100.0	990820.4774580606	77536.046892513	569594.0046282648	518009.367560923	121.48362640619442	1e-06	1000000.0	61055.42928902685	2.000047665585042	min_ratio
60.0	1816.8957979778463	1000000.0	7109.64441179483	1000000.0	100.0	100.0	0.0097287796761743	24056.168384838074	59975.43045087123	2.0000478997212507	min_ratio
60.0	976.4392614579376	397106.99095475057	72212.3499043949	1162.0097872602455	256791.85236069787	100.0	0.0015883623722107	128183.74556520605	23034.30808475118	2.000140442273417	min_ratio
60.0	121986.41560501448	1000000.0	100.0	538626.8405331568	141.201312639209	100.0	1.7094238142148e-05	147485.62850373186	61671.391954260784	2.0000443848679024	min_ratio
60.0	130.19695974820965	1000000.0	655909.2474852029	67517.10766345964	123.1403338405428	100.0	0.0001027247025424	1485.770051436852	61650.109748352304	2.0000446719502967	min_ratio
60.0	100.0	1000000.0	1666.129495901872	38673.46254281739	1753.127032941455	100.0	1e-06	75258.92042682007	61540.12262252361	2.000044987726947	min_ratio
60.0	390634.2837085228	74255.82595925556	99557.621242777	154887.3992311495	157609.34971578908	100.0	1e-06	12787.55016240208	4462.574720016739	2.0006173044532387	min_ratio
60.0	1000000.0	1000000.0	100.0	1000000.0	100.0	100.0	1e-06	2632.338913271745	54465.51406679772	2.0000528024384066	min_ratio
60.0	468432.610610522	1000000.0	100.0	491457.294055122	167539.4697593557	100.0	0.006835551307823	100.0	57488.22643361853	2.0000502932656743	min_ratio
60.0	199.6212826463733	991982.9230945198	163121.11601143255	287417.31909435487	427020.4482971457	100.0	0.0049498551893265	1758.85232165009	60391.824875505474	2.000046502591999	min_ratio
60.0	893979.9958998305	38844.2142673916	8993.472229737805	58330.07461830053	235017.71007707383	100.0	1e-06	118966.81223716872	2233.867022897531	2.001249753173885	min_ratio
60.0	840657.8926383136	552218.0475960101	154799.93194803625	1612.3198423044648	41930.25674760024	105.99695830663968	1e-06	1010.6582678388552	29882.526235287085	2.0001114350202807	min_ratio
60.0	132129.0022504301	1000000.0	576309.0191000517	941873.7224268488	3047.8786907920794	100.0	1.0408480130942128e-05	131024.86105966991	61612.48315768389	2.0000444320839854	min_ratio
60.0	100.0	1000000.0	1000000.0	110745.47327020227	1000000.0	100.0	0.0046470293391849	4297.73052005552	60890.51848063603	2.000046180172969	min_ratio
60.0	13435.474418289314	1000000.0	1442.0644860095044	22922.731771662977	10260.18437540664	100.0	0.001295170114052	405.0144231050073	61101.60339689731	2.0000460344880486	min_ratio
60.0	41625.73646400044	872039.8189475358	217374.93953311435	581.9102490284808	553064.1768738518	100.0	1e-06	762.9994232110772	40610.89377772628	2.000118756311903	min_ratio
60.0	10362.70883925904	1000000.0	1416.0537935025322	326994.9449263838	100.0	100.0	1e-06	85149.71116532422	61040.01635867977	2.000045092078319	min_ratio
60.0	22408.95542944284	0.0163990853634136	164709.80526292094	11036.097383497035	27153.970813145566	100.0	2554.737264429166	100.0	11985.786378032684	4.000819201774292	min_ratio
60.0	45115.54074456777	1000000.0	10965.697898843368	1000000.0	173.1674322332524	100.0	1e-06	10044.32293057689	61601.57493890207	2.000044440987186	min_ratio
60.0	747898.5651414554	1000000.0	68553.187474589	9557.674166844045	2930.859432533203	100.0	1e-06	347318.7694677128	61213.25569094974	2.000046890373176	min_ratio
60.0	100.0	1000000.0	40992.519320912965	81990.05568797843	852957.7466869529	100.0	3.945764436003033e-06	4914.64813865265	61536.43232966168	2.000044728250572	min_ratio
60.0	30586.510688966315	998020.8522851688	88557.26790829713	6926.013419968801	100.0	100.0	0.0044534686424478	7017.4349515857175	60091.023618737054	2.000049663820173	min_ratio
60.0	878938.2062746473	980284.5310855664	2295.3938272515425	124585.86178072316	12925.199205589446	100.0	1e-06	1000000.0	60428.42892472376	2.00004542288488	min_ratio
60.0	1000000.0	1000000.0	157115.74208962347	272438.4761880764	100.0	100.0	0.0003491022528517	1000000.0	61461.382491596494	2.0000447040061444	min_ratio
60.0	76305.81423553404	1000000.0	100.0	40688.3515263352	1502.0921382363315	100.0	1e-06	8422.263926044674	60432.39724284663	2.000046181411177	min_ratio
60.0	122.76847973734613	967976.9707455804	91368.51636136278	2522.8643690891163	18878.19688048064	100.0	1e-06	758784.7760525125	57458.59534653883	2.000056619947344	min_ratio
60.0	728.2194519799805	799857.6911334232	691869.3241939466	12434.070902265928	128553.26110152836	100.0	1.932515817072897e-05	239.30692818542047	33036.71832998652	2.0000909764729657	min_ratio
60.0	180167.47770866897	465549.6862295252	54466.563764384286	59935.86668141629	186919.65812680425	100.0	1e-06	345019.4325980829	26467.54400758916	2.000107342849474	min_ratio
