Temperature	ET_NADS	ET_NAMPT	ET_NAPRT	ET_NMNAT1	ET_NRK1	ET_NT5	ET_PNCA	ET_PNP	ET_SIRT	Sol
50.0	1915.9631035230648	1720.8497337104425	62546.48202775787	558693.3807250303	218.79207593692112	100.0	0.0309534024347204	4290.403276366364	100.0	9.1670725620319e-09
50.0	623.6378175700538	1e-06	100.0	402.69903973998726	396.7730976639045	100.0	20.92939705406852	3358.816872329525	100.0	1.9122329592162613e-08
50.0	2551.5036139662843	1825.9777264022223	294556.0415079588	559430.8124549884	13639.764488501363	100.0	1e-06	387.8977087661096	100.0	9.758811575118109e-09
50.0	10421.610592978675	1816.064629088364	100.0	3478.386552289966	100.0	100.0	0.0001543454811694	2944.5349332518454	100.0	9.638246442408684e-09
50.0	992.0608599098596	1711.1398668529343	7478.478914261192	175412.94499137782	807276.6823375479	100.0	1e-06	12031.924835571284	100.0	9.148162933566548e-09
50.0	433.580419658333	1786.9133036839426	14751.501189925046	1000000.0	1116.127514203106	277.3688426192645	1e-06	29913.2929859862	100.0	9.43396188795282e-09
50.0	470138.9826629049	1709.2964094545036	2630.7455332391355	378239.75426670536	463492.06773784535	100.0	0.0001906746352125	226.8126320253714	100.0	9.138921058484898e-09
50.0	862741.3519356374	1946.316534134436	285.9452009198457	3913.313001704653	6556.944730037068	507.4153921285626	1e-06	13379.493140744828	100.0	1.0381523348514357e-08
50.0	103736.8255648697	0.0231382798003211	59281.18856795268	1176.2394648855843	927.307347311761	100.0	20.196953246405883	278007.4263855645	100.0	1.8459389942764543e-08
50.0	782188.4105310916	1828.6184430093724	9753.630538713036	9199.763468501702	9106.95818299853	471.8267783535385	1e-06	2263.529250277472	100.0	9.883323445701431e-09
50.0	1569.37101336532	1756.5163178813718	106171.54345025105	47742.09736045417	1910.865754903456	100.0	2.4841693768511865e-06	100.0	100.0	9.388522553524492e-09
50.0	50727.32284908548	1707.9517857139772	157.95273610994468	6530.148335188499	348238.498431821	100.0	0.0051523261024074	26430.54093052287	100.0	9.134281846486285e-09
