temperature	NA	NaMN	NAM	NAD	NaAD	NMN	NAR	H2O	ADP	ATP	PPi	PRPP	AMP	Gln	Glu	H3_ac	H3_deac	Pi	NR	pathway
50.0	6.45783243870814e-07	4.39298232700482e-06	1.1438015823376312e-05	0.27269900223307647	1.458198663269147e-05	0.027269897737736436	5.3392394574551e-11	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	4.120776778930456e-08	PNCA
50.0	1.2710356678907122e-05	3.775458936918881e-06	1.0176185264262538e-05	0.27269012841021456	1.3850608299570108e-05	0.0272690108268999	3.87318506457408e-10	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	3.4776638740047005e-07	PNCA
50.0	8.443268244956358e-07	5.341785823735096e-06	5.404142234421646e-06	0.272703869285334	1.3178024603058924e-05	0.02727037891035799	1.5475130935244827e-09	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	9.819773092637286e-07	PNCA
50.0	7.223419259854863e-07	5.34441329029934e-06	4.2487657905447325e-06	0.27270495649979865	1.396191074668638e-05	0.02727049144010185	4.322827603089785e-10	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	2.7419606321119577e-07	PNCA
50.0	1.4362349395876932e-06	5.694491480437531e-06	7.62870737028709e-06	0.2727006450346257	1.4479497881476943e-05	0.027270059146961612	9.539277599266655e-11	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	5.679134813231785e-08	PNCA
50.0	1.5391589250316955e-06	5.133484225854153e-06	4.788411269267202e-06	0.27269771991265174	1.495008807247086e-05	0.027269768827266404	9.206586780198588e-09	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	6.090911002410681e-06	PNCA
50.0	5.182070255116878e-06	5.2163464830060805e-06	5.93269033568579e-06	0.27270001414192796	1.3509253595610424e-05	0.02726999815376638	2.2636737652570383e-10	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.4711726891997585e-07	PNCA
50.0	6.389842639199212e-08	2.537103178460502e-05	1.371542897685712e-05	0.2726672817378197	2.5108349987765607e-05	0.02726670765702069	1.3021639470015844e-08	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.7388743445783862e-06	PNCA
50.0	6.027392358172704e-06	1.3842273947466653e-05	9.384439854725114e-05	0.27260432898633963	2.1448224212746556e-05	0.027260423019913462	3.486322516746753e-10	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	8.53560490779072e-08	PNCA
50.0	9.269628940751234e-08	2.0133943749240532e-05	6.619711475637321e-06	0.27267200037950107	3.377518947896172e-05	0.027267179107451824	1.1749065217665489e-09	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.977971473773972e-07	PNCA
50.0	6.481053599039315e-08	1.6707441827331954e-05	6.668791640927737e-06	0.27268533895693897	2.2226942716115776e-05	0.027268515516181095	2.342523839937953e-09	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	4.751976357465751e-07	PNCA
50.0	5.752624550108554e-07	5.304769566350605e-06	6.40753815366198e-06	0.2727042834873205	1.2410360220816668e-05	0.027270424920065463	9.273738702193021e-10	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	5.927348444005763e-07	PNCA
50.0	8.753588066284107e-06	5.02730476422687e-06	6.0006306205309875e-06	0.2726976081539714	1.2703852195068016e-05	0.02726975765353212	2.2034965010032872e-10	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.485965007161564e-07	PNCA
50.0	1.1085871333338854e-06	5.896946588734823e-06	4.372367007765448e-06	0.2727031181560118	1.4558675905443328e-05	0.027270308067767566	1.1062165161207137e-09	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	6.360933688697813e-07	PNCA
50.0	8.023031331732593e-07	6.1572489432407084e-06	1.309636281654011e-05	0.2726690451690217	4.397352955978378e-05	0.027266903035322896	4.052376474683431e-11	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	2.231067888945572e-08	PNCA
50.0	4.639441269265377e-07	5.071978038302594e-06	5.712312047001366e-06	0.2727044428197811	1.3341410786932986e-05	0.027270439550199026	7.889183401232963e-10	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	5.271961023913937e-07	PNCA
50.0	1.5858911246366561e-06	4.403634466475489e-06	4.344642045236538e-06	0.27269794880755943	2.1860291153977288e-05	0.0272697920285679	8.394043700181204e-11	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	6.462114195007395e-08	PNCA
50.0	8.002211253091678e-07	4.723585270314495e-06	5.166998721822079e-06	0.27270415534219544	1.3650143729069905e-05	0.02727041269271562	1.5181588557693545e-09	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.0894980835846158e-06	PNCA
50.0	2.3888180652586268e-06	1.0550615145415008e-05	2.3269145124437053e-06	0.27269954727140855	1.5032725238611246e-05	0.027269945696726416	6.45215479126999e-10	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	2.073136878275846e-07	PNCA
50.0	3.6731875461343806e-07	6.167804314996687e-06	4.971405012301562e-06	0.2727041254836154	1.387628111364439e-05	0.02727040841893172	1.512486872238627e-10	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	8.313700862704872e-08	PNCA
50.0	9.560841816162814e-07	7.5684733453702676e-06	1.0090983216338715e-05	0.27269715690814594	1.4475124715964552e-05	0.0272697105397846	9.329270825266495e-11	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	4.179331747998027e-08	PNCA
50.0	7.856846044738497e-07	4.831902004996017e-06	4.938778899928738e-06	0.2727055252644804	1.3071010460583514e-05	0.027270549524239917	4.2390177195029406e-10	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	2.974114079078811e-07	PNCA
50.0	1.5742601251738338e-06	5.231330215474503e-06	3.85575113700426e-06	0.2727046125360082	1.3434850326724239e-05	0.027270457950600766	1.2839018155266266e-09	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	8.320376848444848e-07	PNCA
50.0	3.6857135762937204e-06	4.039197461257994e-06	8.62125578345402e-06	0.2726977546385504	1.3379108409594586e-05	0.02726977208703111	3.2748951764119287e-09	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	2.744724292710872e-06	PNCA
50.0	5.117891535053065e-07	1.0054788839218504e-05	4.186749460402057e-06	0.2727015554606643	1.3046798089516347e-05	0.027270142244997957	1.4851735168362152e-09	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	5.006836215801382e-07	PNCA
50.0	9.563799450003262e-07	5.434855926865673e-06	6.160606782886198e-06	0.2726981597448914	1.9436903113452188e-05	0.027269811509868985	6.40214460265234e-11	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	3.993544994739061e-08	PNCA
50.0	5.0872529727063955e-06	5.732662391020155e-06	3.482348252444479e-06	0.27270107881151645	1.4446938511965705e-05	0.027270104234007782	1.1437265813413723e-10	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	6.763797503646248e-08	PNCA
50.0	6.668741225272534e-07	5.320124090041282e-06	4.292878531950426e-06	0.2727049631042331	1.3908033387201096e-05	0.0272704914140988	5.603007683212577e-10	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	3.5701123565816564e-07	PNCA
50.0	8.74995065345568e-08	6.521492577061845e-06	1.2545566158569078e-05	0.2726930450043545	1.817046072293278e-05	0.027269300190277308	6.332370840194796e-10	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	3.291531660830661e-07	PNCA
