temperature	PNCA	NAPRT	NMNAT1-NaMN	NADS	SIRT	NAMPT	NMNAT1-NMN	NT5-NaMN	NT5-NMN	NRK1-NMN	PNP-NR	NRK1-NaMN	PNP-NAR	NMN thermolysis	NaMN thermolysis	NAR thermolysis	NR thermolysis	NAD thermolysis	pathway	objective
70.0	7.265379907659515e-09	7.407509913952724e-09	7.265379907659517e-09	7.265379907659517e-09	1.1818616295864025e-15	5.595537171356978e-14	-1.4161732969008157e-09	5.244061815471734e-17	4.557534479056448e-18	3.0449618491739076e-18	1.5120568496737413e-18	3.321563727454995e-17	1.6494108742670823e-17	1.4162292507599593e-09	1.421299898033497e-10	2.1625119349920793e-22	5.157802087190088e-22	5.849205428897068e-09	PNCA	min_ratio
70.0	2.4889842445706692e-15	7.692542678563567e-14	2.4889842445706696e-15	2.4889842445706704e-15	2.488945802882567e-15	6.716557615630964e-22	-1.601253657381233e-22	3.790648977265427e-14	7.424576757740149e-24	1.0491248381072186e-29	7.424176196405479e-24	5.35662096404182e-20	3.7906354421789183e-14	8.243565610347278e-22	3.653000633462157e-14	7.654899633271706e-20	3.9007008628826816e-28	3.8281562737330306e-20	PNCA	min_ratio
70.0	3.1120364635261793e-07	3.112965097714192e-07	3.112036463525849e-07	3.1120364635261793e-07	3.0538912951410085e-07	9.670438053485266e-14	-1.1767703421683623e-09	1.6669322742715975e-13	1.837925595110193e-14	1.787854567588302e-14	1.0563982866460045e-22	1.665138177409841e-13	9.838929949723637e-22	1.17686654509813e-09	9.286323955822784e-11	1.7924196782898677e-16	5.007101695790805e-16	4.637746497089266e-09	PNCA	min_ratio
70.0	1.1482713850713756e-08	1.1482790506724246e-08	1.1482713850713764e-08	1.1482713850713761e-08	3.2295336308890764e-09	5.503694544277632e-19	-1.6704181939157747e-09	2.855299317641943e-20	5.371098169931155e-18	5.028114084861321e-18	7.23627651018219e-26	-8.845586213943646e-21	-1.2730241723440445e-28	1.6704181940984e-09	7.665601051247605e-14	-2.3191480788813695e-23	3.429840127070665e-19	6.5827620259336685e-09	PNCA	min_ratio
70.0	7.504528956332142e-06	7.504611041510469e-06	7.504528956332162e-06	7.504528956332143e-06	7.501496093786731e-06	2.014405088388873e-13	-6.14216155689608e-10	9.544578813551291e-12	6.986741672387509e-13	3.2365975912833165e-14	6.662850856743908e-13	4.421643472510913e-13	9.102386112133024e-12	6.137512880760254e-10	7.298278053998903e-11	1.2132393485505136e-17	2.310565152705213e-17	2.4186463896519422e-09	PNCA	min_ratio
70.0	9.009393151669878e-09	9.009404157431419e-09	9.009393151669873e-09	9.009393151669878e-09	7.533078577482431e-10	3.3984282589283243e-18	-1.6710154719268227e-09	4.099476501733089e-21	5.373008259556297e-18	3.782706428042879e-18	1.590269194349958e-18	1.0988146289331635e-18	4.619473088736441e-19	1.6710154744247876e-09	1.1005785853264243e-14	3.6439071961015195e-25	3.2637163458053365e-23	6.585069821304972e-09	PNCA	min_ratio
70.0	7.933443117077226e-09	7.933450146463797e-09	7.933443117077226e-09	7.933443117077224e-09	1.5522394707212168e-14	1.223640810103013e-12	-1.6047333685230314e-09	2.617671013582621e-21	5.16490913470473e-18	3.0971051240660953e-18	2.0677346329697416e-18	2.664391201497053e-18	1.77883983346433e-18	1.6059570073811493e-09	7.027609232786047e-15	2.2940075957831236e-24	6.937766861064829e-23	6.328694226043668e-09	PNCA	min_ratio
70.0	3.5842182290801757e-07	3.5844405269439465e-07	3.584218229080178e-07	3.584218229080178e-07	3.5531225967975533e-07	3.4521081480391193e-13	-6.29030218648397e-10	1.1134861858644702e-12	2.7346873500772544e-13	2.7345025767034233e-13	1.3548276196404638e-19	1.1134913029624614e-12	5.516867611062198e-19	6.293754109866673e-10	2.2229782954667314e-11	2.8706805940862826e-18	1.8341854621101132e-17	2.4805330096131238e-09	PNCA	min_ratio
70.0	5.8511401974079935e-06	5.851178668573648e-06	5.851140197407973e-06	5.851140197407993e-06	5.8442673902343196e-06	1.243205831609425e-13	-1.3909448128405774e-09	7.250143807450968e-15	2.2713585092580516e-15	1.4324216328041409e-18	2.269694328757612e-15	4.572710171893414e-18	7.245530305193044e-15	1.3910668634646058e-09	3.8463920085380856e-11	2.843624654376796e-20	2.3175886763606366e-19	5.481862360867564e-09	PNCA	min_ratio
70.0	3.7998210077665974e-07	3.80119998204673e-07	3.7998210077665974e-07	3.7998210077665964e-07	3.7263262297840946e-07	4.827628991676722e-15	-1.4867639649629712e-09	2.0012456634735323e-12	1.8809636525919964e-13	1.8787339619760663e-13	5.307446100037104e-21	2.001150488756211e-12	5.653288332452726e-20	1.486768569623314e-09	1.3789733667528153e-10	9.12815320078482e-17	2.229637541469097e-16	5.862713833286785e-09	PNCA	min_ratio
70.0	4.242450836011347e-07	4.244431684257606e-07	4.2424508360114485e-07	4.242450836011348e-07	4.2119513911487713e-07	5.075218909028967e-15	-6.172956522253853e-10	1.48399801507568e-14	4.0591553645511755e-16	3.875288339906189e-16	1.359303549215479e-18	1.476327393281812e-14	5.1783979803783834e-17	6.173007090815832e-10	1.9808474790968163e-10	2.4932187891406114e-17	1.7027398915283018e-17	2.4326488340081953e-09	PNCA	min_ratio
70.0	2.6570039574562055e-09	3.2169807830928882e-09	2.657003957456205e-09	2.657003957456205e-09	2.3488005370787104e-12	3.130713858119629e-18	-2.3865562667160244e-10	3.394762725291908e-14	1.30195751270181e-16	1.3014110546786475e-16	1.2723670752652257e-23	3.394751672573223e-14	3.3189900395141607e-21	2.3865562974767047e-10	5.599768250856138e-10	5.477498998067089e-19	5.463307864547885e-20	2.415999530247524e-09	PNCA	min_ratio
70.0	1.3107592329193312e-06	1.3110511914060726e-06	1.3107592329193312e-06	1.310759232919331e-06	1.3075007384954847e-06	4.8582274684309434e-14	-6.784733737410537e-10	2.3576882620677565e-10	2.387983761967655e-11	1.2120861050946753e-17	2.993966216133659e-13	3.839805405402405e-16	5.801013792067014e-11	6.546421305153547e-10	5.619004451522213e-11	1.777583043055556e-10	2.3580428877202136e-11	2.5800210501069498e-09	PNCA	min_ratio
70.0	7.922420616169811e-08	8.002215701366047e-08	7.922420616169813e-08	7.922420616169811e-08	7.614550809748441e-08	4.204451809327863e-20	-6.081451875530417e-10	1.5873101512737266e-13	1.1040647464346025e-15	8.154607411592354e-16	6.088965854175134e-23	1.5660064499069883e-13	1.1693963050266401e-20	6.081448989910805e-10	7.97948721587676e-10	2.1303629997077397e-15	2.886039443857085e-16	2.47055287666066e-09	PNCA	min_ratio
70.0	2.0516813755121145e-08	2.051683914589077e-08	2.0516813755121178e-08	2.0516813755121145e-08	1.2262972882964361e-08	1.210522310037873e-16	-1.670561316770541e-09	7.43746800767374e-20	4.224180333072555e-17	4.2241271183655716e-17	2.92613327300631e-23	4.477261731348909e-20	3.1014844385458336e-26	1.6705614359846915e-09	2.5390769627590375e-14	2.048697927685963e-26	5.028857371110596e-22	6.583279557223792e-09	PNCA	min_ratio
70.0	2.3538237563099468e-08	2.3557369841131817e-08	2.353823756309425e-08	2.353823756309947e-08	1.7613028785440056e-08	1.5304446549073288e-15	-1.1992482503497095e-09	7.117320989312246e-18	3.862000495835263e-18	1.0092515022405991e-19	3.5823169933705516e-18	1.9463243796358211e-19	6.908437476327697e-18	1.1992497769244515e-09	1.9132271110591917e-11	1.3249981346525185e-20	1.787583522406507e-19	4.7259605274185395e-09	PNCA	min_ratio
70.0	9.458957489304941e-06	9.458971504965266e-06	9.45895748930494e-06	9.45895748930494e-06	9.450959907705954e-06	9.757786251170511e-18	-1.618693759272844e-09	5.215699511512926e-18	5.205656460398374e-18	1.6665919613103679e-18	2.998344866085423e-18	1.5737925819458871e-18	2.8313906569465987e-18	1.618693765731086e-09	1.401565747279093e-11	1.962562317186223e-20	5.407196330025726e-19	6.3788878394741054e-09	PNCA	min_ratio
70.0	2.8688591733054003e-09	3.5950139165508496e-09	2.8688591732837774e-09	2.86885917328374e-09	1.219320075493638e-15	1.8634148774873833e-15	-2.330138558572818e-10	2.579042927294436e-16	7.527563146322447e-19	7.743295178584196e-20	5.132777181845241e-22	1.9223854264854309e-16	1.2742889082758113e-18	2.3301571859856936e-10	7.261546775794875e-10	6.439174043259533e-17	6.748100851293052e-19	2.635844098197948e-09	PNCA	min_ratio
70.0	2.8813684095165577e-09	3.4720917967451898e-09	2.8813684095165573e-09	2.881368409516558e-09	1.0466998085658464e-15	1.2745917971083299e-17	-2.685076367440958e-10	2.8766225154788767e-13	1.1788599924604098e-15	1.1766560856893627e-15	2.5140175237082763e-23	2.876415757403943e-13	6.1456904818860996e-21	2.6850764728610697e-10	5.907233665151742e-10	2.0707313327535306e-17	2.2038816308717877e-18	2.612859726072654e-09	PNCA	min_ratio
70.0	8.869872560952987e-09	8.870190942688004e-09	8.869872560952373e-09	8.869872560952987e-09	6.240174075594997e-10	1.657616528675008e-13	-1.6688130740523977e-09	1.1858953415624407e-19	5.366495124032291e-18	9.656669096112657e-21	1.2041492522340759e-18	8.338054315736639e-22	1.0397230893385886e-19	1.6689788424872576e-09	3.1838161726483414e-13	1.3781608316774656e-20	4.1526892027021016e-18	6.57704206720226e-09	PNCA	min_ratio
70.0	7.660685864287199e-07	7.660958309179101e-07	7.660685864287198e-07	7.6606858642872e-07	7.629031000157726e-07	5.3584320916491494e-18	-6.406691659739938e-10	5.45776891385626e-13	1.1136498070762256e-13	1.1136420931675869e-13	1.2641846542077047e-19	5.458291701612457e-13	6.196145664554188e-19	6.406691705627256e-10	2.724448844928481e-11	1.2150253530694832e-19	6.4497239845154255e-19	2.52481724697174e-09	PNCA	min_ratio
70.0	2.6536283759582564e-09	3.2114141565267556e-09	2.653628375958257e-09	2.653628375958257e-09	9.5002004090354e-15	1.170969180603785e-15	-2.3892004439125487e-10	2.0026466197960998e-16	7.718191287343096e-19	1.4318809062960928e-25	7.69302673150486e-19	3.727038463062783e-23	2.0024155934510566e-16	2.389212145886165e-10	5.577855803038745e-10	2.5174139820241696e-20	2.5163123957328667e-21	2.414698831366593e-09	PNCA	min_ratio
70.0	1.9314584857336923e-07	1.9395051225954695e-07	1.9314584857336926e-07	1.9314584857336923e-07	1.9011428299746472e-07	4.351214561191156e-16	-6.075849991644991e-10	2.188679353976771e-12	1.5127658278003267e-14	2.992528851327689e-17	1.50003892927793e-14	4.3564954893924064e-15	2.1837781717288322e-12	6.07570336552959e-10	8.024793633192665e-10	5.446869216125423e-16	9.734369671069416e-17	2.4239805767400364e-09	PNCA	min_ratio
70.0	2.545301558011601e-08	2.5652585326819505e-08	2.5453015580116227e-08	2.5453015580116015e-08	2.2414523289552197e-08	1.0062284104633748e-18	-6.149985971801103e-10	1.0780062191232966e-12	2.9315700301396495e-14	1.8110842173379568e-18	4.1991304685534005e-18	1.6700136381284005e-15	3.996824368964234e-15	6.149692842975738e-10	1.9849341049801173e-10	1.0723393811160354e-12	2.930969008671061e-14	2.4234936933832568e-09	PNCA	min_ratio
70.0	3.2731463447829014e-07	3.273147524435641e-07	3.273146344782899e-07	3.2731463447829014e-07	3.2428529448078694e-07	2.163941114980684e-14	-6.131589901588702e-10	1.2578532556302673e-13	5.7060981173023705e-12	5.6513096382380784e-12	3.966555832798254e-14	1.2489578134974334e-13	8.766067510741562e-16	6.131258409836959e-10	1.1707582142906544e-13	1.284576592146162e-17	1.512292073631006e-14	2.416181007451481e-09	PNCA	min_ratio
70.0	1.4538072910330246e-06	1.4543311681246955e-06	1.4538072910330246e-06	1.4538072910330244e-06	1.4504618468899974e-06	3.600006034625274e-18	-6.766739173241749e-10	1.0585392997431336e-12	1.228139286571423e-14	5.7985525555359185e-21	1.2171866137167275e-14	5.040972326844724e-19	1.0581728382163483e-12	6.766616395370164e-10	5.22818552875591e-10	3.659566824466337e-16	1.0952092999439592e-16	2.6687702257030727e-09	PNCA	min_ratio
70.0	2.2600673406333658e-07	2.2668923812600747e-07	2.2600673406333658e-07	2.260067340633365e-07	2.221727570864549e-07	6.308852300160891e-18	-7.708690877930175e-10	3.3427395712232074e-15	3.418557687710758e-17	1.03096498227407e-20	7.210296168505086e-24	2.6029194577955254e-17	1.8205945431431233e-20	7.70869059926617e-10	6.825007459604873e-10	3.316692172072409e-15	3.417526001698868e-17	3.063107889088619e-09	PNCA	min_ratio
70.0	1.0915499496541212e-13	5.444736280844352e-13	1.0915499496541279e-13	1.0915499496541211e-13	1.3355866365400618e-12	2.3183391712586075e-12	1.4027059403989634e-12	1.536947518201113e-16	2.8069097931105192e-18	8.572994731594942e-23	1.4016750915619652e-18	9.051054674278738e-21	1.4798376112719916e-16	9.15630424035581e-13	4.351649474182598e-13	5.7019339367518e-18	1.4051489716012384e-18	1.7627429882431382e-13	PNCA	min_ratio
70.0	1.575427222133695e-07	1.5783137336099057e-07	1.5754272221336947e-07	1.575427222133695e-07	1.544367393858127e-07	1.4784318214907345e-17	-6.275431258767519e-10	4.1104657375541296e-15	7.890460938005586e-17	7.83928234599405e-17	1.1446716022677156e-25	4.109437827771212e-15	6.000494328779087e-24	6.275431401491821e-10	2.8865114658991436e-10	1.0311633373257048e-18	5.117858056482105e-19	2.4784397016801596e-09	PNCA	min_ratio
70.0	3.4240071361341058e-09	3.424013969197628e-09	3.424007136134107e-09	3.424007136134105e-09	2.693991001438744e-16	6.190754126854543e-12	-6.88074659693945e-10	5.714936206337352e-18	5.0285252864601805e-15	2.6956516382929867e-15	1.314918160273053e-21	5.570076898112144e-18	2.7170334052506873e-24	6.942630809637093e-10	6.8328782427569334e-15	1.852764967455209e-19	2.3328723332490332e-15	2.7359322070245025e-09	PNCA	min_ratio
70.0	3.0638027864303434e-09	3.817658062817293e-09	3.0638027864303438e-09	3.063802786430344e-09	6.452119854810791e-14	2.3676282240778843e-14	-2.5902722428350885e-10	2.672684032015607e-16	8.367918023992121e-19	1.8108858448941232e-25	8.352158657298314e-19	5.794391949060305e-23	2.672486564832685e-16	2.59050899728958e-10	7.538550091186034e-10	1.937932985209185e-20	1.5757555807974197e-21	2.804711040948287e-09	PNCA	min_ratio
70.0	2.784974989582506e-09	3.414146846135533e-09	2.7849749895825057e-09	2.7849749895825057e-09	1.0396391185086624e-15	2.2285180867583688e-14	-2.41952958274769e-10	1.320225326741146e-13	4.589691900832279e-16	3.938319324043063e-16	6.434680920034211e-17	1.1347965501094472e-13	1.8541045112934347e-14	2.419751783183789e-10	6.291533067526847e-10	8.75414767386535e-18	7.904484785798003e-19	2.5430209916686188e-09	PNCA	min_ratio
70.0	1.2773157202988043e-06	1.2774566427949151e-06	1.277315720299399e-06	1.2773157202988045e-06	1.2741766651472482e-06	2.360672788706255e-16	-6.353489412398575e-10	1.1724779565671348e-11	4.632490222302345e-13	4.5026327648224264e-13	1.2975681263728237e-14	1.1396342796561269e-11	3.284197518706565e-13	6.353361839931565e-10	1.4059406655202949e-10	9.790925162648942e-18	1.006448426359981e-17	2.5037062178844777e-09	PNCA	min_ratio
70.0	2.302389858869289e-06	2.3023927349397194e-06	2.302389858869284e-06	2.302389858869289e-06	2.299363284939926e-06	7.843733937162292e-12	-6.063166143392385e-10	1.0710834399032019e-18	1.981579067844132e-18	1.3297027095179461e-18	5.007228722343415e-21	1.0475338482527747e-18	3.944672394980059e-21	6.141603424615304e-10	2.8760704071847726e-12	1.9586779891871785e-20	6.468691296038418e-19	2.420257320187041e-09	PNCA	min_ratio
70.0	8.259278657759672e-09	8.2592898650689e-09	8.259278657759702e-09	8.25927865775967e-09	3.697363950331369e-12	6.519298246188996e-20	-1.6709172002300226e-09	3.3390928736240956e-18	4.298730438218845e-15	6.036039414311588e-22	4.298661553332484e-15	5.163953963809707e-25	3.677592017213186e-18	1.6709129027668026e-09	1.1203970135568844e-14	2.2452518866126777e-24	6.828128242101578e-20	6.584664092377896e-09	PNCA	min_ratio
70.0	2.7587180424945874e-09	3.3231980392247885e-09	2.758718042494588e-09	2.758718042494588e-09	1.0371369293634743e-15	3.3895754271253725e-18	-2.5507100908793425e-10	3.937423024719205e-15	1.601461602676034e-17	1.0874221264313058e-20	3.376468645002117e-24	6.839006280441303e-17	2.1237730235551667e-20	2.550709964737679e-10	5.644761276972392e-10	3.8690117239601044e-15	1.6003738429027375e-17	2.5036459962697237e-09	PNCA	min_ratio
80.0	6.825225635854326e-08	6.825650921478756e-08	6.825225635855098e-08	6.825225635854326e-08	4.784364384102211e-08	1.156020313975494e-13	-3.5277048486366058e-09	8.514744239950783e-19	8.982794431221171e-18	5.114266097847406e-24	4.820620323941131e-22	6.5310737514240996e-24	6.156079152911071e-22	3.52782043926351e-09	4.252855392857118e-12	8.508466407407325e-19	8.98230725492268e-18	1.688090767130623e-08	PNCA	min_ratio
80.0	4.5435586262200666e-05	4.5436450983700515e-05	4.543558626220068e-05	4.543558626220066e-05	4.542552536187116e-05	9.77983240782079e-13	-1.7389510036370852e-09	1.7080151241517535e-10	4.574873108216684e-12	3.787561938355104e-12	6.685933920791173e-13	1.4483359470846711e-10	2.5630340822534574e-11	1.7391416758634932e-09	8.387535821757004e-10	3.3757686087035076e-13	1.1871777778246067e-13	8.32194932571315e-09	PNCA	min_ratio
80.0	4.2843949021129064e-13	1.2986635997033123e-09	4.284395954404079e-13	4.284394902112907e-13	4.282942139502495e-13	9.311633443360993e-20	-2.5040694601645273e-17	3.801007564740324e-11	9.634254822425938e-21	2.9605924043859007e-21	3.992317380925567e-24	3.233040281443046e-11	4.5462038340476306e-14	2.5127137274912653e-17	1.292555487392182e-09	5.6342107825776765e-12	6.6696701006591605e-21	1.2023556643834418e-16	PNCA	min_ratio
80.0	3.0670542602244234e-13	1.2934819486494233e-09	3.067054259757114e-13	3.067054260224551e-13	6.842318725894521e-14	7.597466182608422e-16	-3.986006146028578e-14	1.2840863234320121e-15	5.259021893990419e-22	1.1705378480695383e-30	5.258921020647367e-22	2.8592104819957416e-24	1.2845686392151263e-15	4.061980755267502e-14	1.2931739591370038e-09	1.9461655824172574e-21	1.0741303977827127e-26	1.984221773031182e-13	PNCA	min_ratio
80.0	1.2147947057831474e-08	1.2715725930956146e-08	1.2147947057831476e-08	1.214794705783147e-08	2.382389965034831e-15	5.535045827965847e-15	-1.940225149695869e-09	1.1264133914594196e-16	4.949482517432117e-18	4.946478355559099e-18	1.993304305450071e-26	1.1263234160032945e-16	4.538795387648135e-25	1.9402306847386933e-09	5.67778873119598e-10	5.073989479955809e-21	3.0041419399733594e-21	1.0207719525745637e-08	PNCA	min_ratio
80.0	1.170090664043388e-08	1.3036833646346603e-08	1.1700906640433879e-08	1.170090664043388e-08	2.779186725803099e-13	1.3085014351597536e-14	-1.5766471503494477e-09	2.650407053970179e-13	4.0745508795189445e-15	2.319842488928476e-21	1.4463891168156043e-19	2.0293644488609326e-18	1.2678223349959748e-16	1.5766561608152395e-09	1.335661967236691e-09	2.649118937995493e-13	4.074403920764773e-15	1.0123981571411852e-08	PNCA	min_ratio
80.0	2.3699600165561593e-06	2.3700392243192155e-06	2.369960016556159e-06	2.3699600165561593e-06	2.3441958171647326e-06	2.1659216811263998e-14	-4.453504297782438e-09	6.425194685952264e-13	4.602874677067768e-13	3.6378838592751243e-13	9.647826472561175e-14	5.078373712391207e-13	1.346806837786029e-13	4.453429457952682e-09	7.90730804319485e-11	2.155545550154867e-18	2.0817053652806015e-17	2.1310695093609284e-08	PNCA	min_ratio
80.0	1.7119050840391425e-07	1.7120981164366795e-07	1.711905084039217e-07	1.7119050840391423e-07	1.6126691908603423e-07	2.10021720283372e-11	-1.6980039323156208e-09	3.863799419149391e-18	4.3862728060232176e-18	3.892558614380571e-18	4.937033186967451e-19	2.3779715195959822e-17	3.0160430382568243e-18	1.7190061036144685e-09	1.9303237241803522e-11	4.9269800356332675e-24	1.0872945234036649e-23	8.225585385800173e-09	PNCA	min_ratio
80.0	3.5644097950589974e-12	3.5654271165476654e-12	3.564409795068292e-12	3.564409795058996e-12	3.825215152151462e-14	7.430809980913048e-13	5.1012649473246345e-15	7.661851060230277e-19	7.102237537359869e-18	2.379175919442791e-20	2.6300195349916027e-24	3.32132982562113e-20	3.671507544246767e-24	7.379726561144709e-13	1.0165885168281491e-15	7.329685035373278e-19	7.078443148145905e-18	3.5312589070685376e-12	PNCA	min_ratio
80.0	1.0136442171454717e-06	1.0136817632967565e-06	1.0136442171454717e-06	1.0136442171454715e-06	1.0037170943398743e-06	2.033762681010992e-13	-1.7157475798005103e-09	7.513125204242132e-18	4.378492746786019e-18	3.4585514448199893e-22	1.0931686836215066e-22	7.990385719093868e-21	2.52557755858236e-21	1.7159509516881693e-09	3.7546143779661e-11	7.502657597021031e-18	4.378037574773176e-18	8.211375225799074e-09	PNCA	min_ratio
80.0	4.5073186367916346e-05	4.5073779983144716e-05	4.507318636791632e-05	4.5073186367916346e-05	4.506324480308145e-05	1.2476050464405743e-11	-1.7081560531899515e-09	1.1771783523324158e-16	4.39041344285915e-18	2.2948782869229837e-22	1.134815626481078e-18	1.9625633645635163e-20	9.704862919696836e-17	1.7206320993986421e-09	5.936151106816259e-10	2.065029908440902e-17	3.2553683285493788e-18	8.233408781554985e-09	PNCA	min_ratio
80.0	7.50072197017959e-07	7.503661616581873e-07	7.500721970178327e-07	7.500721970179591e-07	7.291640024112039e-07	3.2153711999659884e-12	-3.6114941733854216e-09	7.722177818995343e-16	1.213210357666307e-16	1.6805044786293505e-18	1.5462800678320508e-17	5.21782534210567e-17	4.801078278554548e-16	3.6147094250779986e-09	2.9396392018883766e-10	2.3993170356535086e-16	1.0417773060968083e-16	1.7296700433236633e-08	PNCA	min_ratio
80.0	1.2671748545472196e-07	1.274169645408715e-07	1.2671748545513017e-07	1.2671748545472193e-07	1.1434426538315055e-07	1.363119716539751e-14	-2.1388572689209096e-09	1.648882344984591e-12	6.508908621089e-14	5.4345097090013e-16	2.3096091093802155e-18	1.663377014537171e-13	7.148454207757342e-16	2.138806353962559e-09	6.979965415059788e-10	1.4818297981246933e-12	6.45433256308805e-14	1.0234362803170751e-08	PNCA	min_ratio
80.0	1.7117983201081217e-08	1.878791704303174e-08	1.7117983201081224e-08	1.711798320108122e-08	2.527098125926321e-15	1.4085366421099748e-18	-2.482787070816995e-09	3.255007525532951e-16	6.3295355734406705e-18	6.329515577712997e-18	1.618805281756084e-25	3.1992818429729137e-16	8.182323404763715e-24	2.48278707222551e-09	1.669933841950444e-09	7.43620072673597e-23	1.983384715181051e-23	1.46351936031661e-08	PNCA	min_ratio
80.0	1.9509706494986538e-07	1.9588510016754188e-07	1.950970649504047e-07	1.950970649498654e-07	1.8502259730243615e-07	2.392617175185514e-16	-1.7414558403194017e-09	1.557834703461862e-16	4.443440810242609e-18	9.677766931608532e-19	4.308446233978848e-22	1.2297333700678737e-16	5.474652832500995e-20	1.741456076937025e-09	7.880351848664385e-10	3.275533024301617e-17	3.475233272458358e-18	8.333011806278231e-09	PNCA	min_ratio
80.0	1.4632344175192234e-08	1.6548980403084184e-08	1.4632344175192229e-08	1.4632344175192232e-08	5.004134566348856e-15	1.1838445855536947e-12	-1.929229691574342e-09	7.508377122359122e-11	9.936281355952533e-13	9.836055734055493e-13	4.8496369545360207e-17	7.50236163747231e-11	3.700581106245659e-15	1.9304035135977025e-09	1.9165760732137734e-09	5.6454097071287223e-14	9.974065820158808e-15	1.270310947948333e-08	PNCA	min_ratio
80.0	9.43252963571228e-12	1.1266270222936959e-08	9.432529635712282e-12	9.43252963571228e-12	9.203982572241248e-12	6.876485977580135e-17	-1.5368599107028067e-14	1.1332089901281047e-08	1.2051094580308326e-14	8.068707973175296e-16	8.830602261058274e-21	1.2564244476587118e-10	9.92105670670499e-14	4.19314018381307e-15	5.0390236786069504e-11	1.120634824594811e-08	1.1244214952388535e-14	2.1317846436400206e-13	PNCA	min_ratio
80.0	1.2424006071732468e-10	2.7044018491295534e-09	1.2424006070806382e-10	1.2424006071732465e-10	3.2680450710020656e-11	7.177766942771026e-13	-1.545383685927337e-11	1.4643646761409982e-09	2.687723492783054e-13	1.811466218676122e-15	1.8230722735694458e-17	1.1024956539420062e-11	1.3038075991723415e-12	1.590465267042813e-11	1.1268220688106507e-09	1.4520359120024056e-09	2.669426523368935e-13	7.610577314809333e-11	PNCA	min_ratio
80.0	2.0789666133022478e-07	2.078970167288502e-07	2.0789666133022475e-07	2.0789666133022475e-07	1.8085688844079063e-07	2.3342581855752063e-14	-4.684533625989293e-09	6.267934095003088e-14	1.2704131084636841e-11	3.682643647343018e-15	1.2698470876794097e-11	1.8171976280250267e-17	6.26604357946229e-14	4.671856520902373e-09	2.9273745641041247e-13	7.2382684671843235e-19	1.9775641954014594e-15	2.2355239262672617e-08	PNCA	min_ratio
80.0	0.00017007033621852994	0.0001700725465503007	0.00017007033621852996	0.00017007033621852994	0.00017005935108638196	4.409891377890709e-13	-1.8984731595019773e-09	4.2716960298788135e-16	4.844317865090493e-18	2.6307346857883353e-22	2.6641580119083955e-18	3.9763984855592736e-20	4.026919131770802e-16	1.8989141437857946e-09	2.2103313436005873e-09	2.4440549887111156e-17	2.1798967797135186e-18	9.086658988520446e-09	PNCA	min_ratio
80.0	1.0073835194684415e-06	1.0074264580992862e-06	1.0073835194684422e-06	1.0073835194684413e-06	9.97151804458739e-07	8.529171011335463e-15	-1.82848302295401e-09	3.2795160374907124e-11	7.236509692533468e-11	4.3131147874742073e-19	7.236350977436447e-11	1.9547024605063076e-19	3.27951071223045e-11	1.7561264557412699e-09	1.0143470665252532e-11	5.3339844711078114e-17	1.5867196587648633e-15	8.403231986637882e-09	PNCA	min_ratio
80.0	1.622786140842368e-06	1.6228093324666026e-06	1.6227861408423688e-06	1.6227861408423682e-06	1.6103891854946428e-06	6.662271318670941e-13	-2.142337481852381e-09	4.641816577105952e-18	5.465462294300101e-18	3.111852374277545e-24	3.881372802659184e-23	3.5627260573184775e-23	4.443741798705221e-22	2.1430037035298105e-09	2.319161959236723e-11	4.641401552901715e-18	5.465420368719699e-18	1.0254617865862543e-08	PNCA	min_ratio
80.0	4.571256180380641e-05	4.5713493977943085e-05	4.5712561803806396e-05	4.571256180380641e-05	4.570194796451644e-05	3.265757371744846e-12	-1.8319792422115077e-09	6.185311619998172e-15	1.5752524461766196e-16	1.5641012444015056e-17	1.3953075215404568e-18	3.523438910706121e-15	3.1432543612391277e-16	1.8352448576733658e-09	9.321714747987066e-10	2.347544381115921e-15	1.4048892465210646e-16	8.781860047776796e-09	PNCA	min_ratio
80.0	6.761924199487737e-13	1.1693660132840483e-08	6.761924199571803e-13	6.761924199487737e-13	4.71052198066388e-16	1.1335865924659316e-15	-5.00665360712735e-13	1.168127801344485e-08	4.65239929548312e-13	5.095228128794585e-18	7.787542253698328e-16	1.9217873056542887e-14	2.1589132640291559e-10	3.6564112985240553e-14	1.1725144848741231e-11	1.1465367469168876e-08	4.644560800948134e-13	1.7505600703774949e-13	PNCA	min_ratio
80.0	1.7949915023796363e-14	1.8518285325165085e-14	1.794991502379629e-14	1.7949915023796293e-14	4.47885179584957e-16	1.4077093487612444e-12	1.1256464873227246e-12	6.264600356753715e-17	4.4392723187792e-16	9.739192769452162e-19	1.1787840080388127e-18	1.7471138568772335e-18	2.1146211295757532e-18	2.8161990812591947e-13	5.074714116590854e-16	5.878426851298861e-17	4.417745285929359e-16	1.1431485171669356e-12	PNCA	min_ratio
80.0	3.2932903734124665e-12	1.2964428997046998e-09	3.2932903617789867e-12	3.293290373412467e-12	2.185877996673328e-12	9.811110032368364e-15	-1.8330989606746096e-13	2.0219930861086616e-14	3.9372824567550145e-20	1.2717052769631117e-24	3.613378316467975e-20	7.069034245210271e-19	2.008572380341639e-14	1.931209667323628e-13	1.2931293901073292e-09	1.3350026309405326e-16	3.2377696975934216e-21	9.241024806675922e-13	PNCA	min_ratio
